V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
-0.05268495664	0.001274128282	-6.71273932909677E-05	-0.05750922768	0.001258860508	-7.23960955719325E-05	-0.0526619554	0.001333094224	-7.02033485682856E-05	-0.0578319887	0.001354161902	-7.83138758144345E-05	-0.05288679862	0.001355071566	-7.166539702673E-05	-0.0565771452	0.001359714996	-7.69287927593094E-05	-0.05310192816	0.001368911122	-7.2691820057869E-05	-0.05647392986	0.001381424282	-7.80144580085688E-05	-0.05265471578	0.001216986968	-6.40801029080039E-05	-0.05745356218	0.001261626434	-7.24849327737507E-05	-0.0523404777	0.001343825234	-7.03364546928743E-05	-0.05707371064	0.001347055458	-7.68814534259247E-05	-0.05645280178	3.754086802E-07	-2.1192871809822E-08	-0.0608123303	5.96128667E-07	-3.62519733989027E-08	-0.0527359954	0.0013609218	-7.17695657845597E-05	-0.05612923164	0.001375633154	-7.72132319525298E-05	-0.05354886436	0.001540503596	-8.24922181082962E-05	-0.05763300778	0.001540648586	-8.8792211943184E-05	
-0.04856503146	0.00126992352	-6.1673875700594E-05	-0.05316112554	0.001251912908	-6.65530992673345E-05	-0.04874883296	0.00133426801	-6.50440083433616E-05	-0.05403118142	0.001349911888	-7.29373341215427E-05	-0.04867536112	0.001354462046	-6.5928929212384E-05	-0.05227977772	0.001356515018	-7.09183036148818E-05	-0.04885459856	0.001368087348	-6.6837358181555E-05	-0.05254723898	0.00137676238	-7.23450618005336E-05	-0.04865198546	0.00121748936	-5.92332746404247E-05	-0.05312080764	0.001251981246	-6.65062549376535E-05	-0.04871178478	0.001344982398	-6.55164931042643E-05	-0.0532094223	0.001341767412	-7.13946688534861E-05	-0.0523026257	5.111653244E-07	-2.67352886329123E-08	-0.05668707728	4.60372023E-07	-2.60971444453509E-08	-0.0476620168	0.001359640884	-6.48032266551748E-05	-0.05188202734	0.00136790703	-7.09697899290382E-05	-0.04932924898	0.001517934746	-7.48785810208271E-05	-0.05351206872	0.001517198704	-8.11884413103429E-05	
-0.04518385814	0.001272147344	-5.74805251244738E-05	-0.0488711784	0.001246670116	-6.09262376449847E-05	-0.04459795998	0.001333856124	-5.94872620372299E-05	-0.04960520378	0.001345599998	-6.67487621071576E-05	-0.04361539716	0.001351385818	-5.89412291684615E-05	-0.0474701227	0.00135255314	-6.42058635140703E-05	-0.04427559462	0.001366732552	-6.05128964263101E-05	-0.04923214612	0.00137382191	-6.76362010159775E-05	-0.04383484742	0.001212872712	-5.31660902704016E-05	-0.0494607872	0.001246450316	-6.16504138350488E-05	-0.04436602942	0.001344051496	-5.9630228213531E-05	-0.04913116148	0.00133850556	-6.57623328102378E-05	-0.04858806736	3.135332028E-07	-1.52339723772429E-08	-0.05254787414	1.0698916504E-06	-5.62205317886561E-08	-0.04397878596	0.001360921798	-5.98516884625404E-05	-0.04845468586	0.00136405228	-6.60947247240168E-05	-0.04408810024	0.001488496794	-6.56249958607906E-05	-0.04952335504	0.001495317874	-7.405315797176E-05	
-0.0409740706	0.001272361598	-5.21338339451808E-05	-0.04520595724	0.001242234474	-5.61563985136979E-05	-0.04084002264	0.001335182292	-5.45288750338071E-05	-0.0456234661	0.00134316192	-6.12797023239309E-05	-0.03921300952	0.001349969146	-5.29363529738043E-05	-0.04428801852	0.001351457852	-5.98533903783754E-05	-0.04059781696	0.001367556328	-5.55198014866337E-05	-0.0442891245	0.001367755342	-6.05766866273781E-05	-0.04037249856	0.001217122726	-4.91382855027783E-05	-0.04540034808	0.001239271838	-5.62633728109414E-05	-0.04078578886	0.00134475152	-5.48467515638841E-05	-0.04407728492	0.001332991254	-5.87546352984261E-05	-0.04431245196	-4.317430692E-07	1.9131594012988E-08	-0.04854520838	7.365028842E-07	-3.575368598596E-08	-0.03949794938	0.00136111943	-5.37614263462744E-05	-0.04391455506	0.001359204752	-5.96888719195177E-05	-0.0398284647	0.001465335048	-5.83620452329408E-05	-0.0454807357	0.001472613268	-6.69755348302213E-05	
-0.03593953658	0.00126870448	-4.55966510681699E-05	-0.04109503782	0.00123707018	-5.08374458330942E-05	-0.03741046336	0.001337558496	-5.00386831064647E-05	-0.04155078756	0.001340311954	-5.56910172647825E-05	-0.03556028402	0.001350533414	-4.80253517803402E-05	-0.04005438642	0.001349550794	-5.40554289962938E-05	-0.0368709546	0.00136844198	-5.04557621173141E-05	-0.03980828986	0.001363533958	-5.42799550340171E-05	-0.03557558974	0.001213527484	-4.31719559089984E-05	-0.04037203062	0.00122965528	-4.96436806162047E-05	-0.03681508474	0.001344463384	-4.94965334117872E-05	-0.04048169672	0.001331360328	-5.38957250231357E-05	-0.04041036696	-4.151198068E-07	1.67751437251523E-08	-0.04471256462	1.1483903888E-06	-5.13474794682069E-08	-0.03453736042	0.001359945642	-4.69689327893623E-05	-0.0395541508	0.00135454285	-5.35777921539618E-05	-0.03512110304	0.001439368588	-5.05522124916873E-05	-0.04154427754	0.00145074906	-6.02703215895341E-05	
-0.03168992258	0.00126900924	-4.02148045689046E-05	-0.0372268797	0.00123260591	-4.5886071929079E-05	-0.03229101322	0.001335729938	-4.31320730863078E-05	-0.0366666804	0.001336535704	-4.9006327501757E-05	-0.03119512328	0.001349969146	-4.21124539336663E-05	-0.03593877322	0.001346091308	-4.83768702516252E-05	-0.03268621726	0.001368837244	-4.47421115509636E-05	-0.03597520364	0.001361050628	-4.89640735066499E-05	-0.03129648622	0.001211134658	-3.79042591346614E-05	-0.03658974176	0.001227979102	-4.49314382288567E-05	-0.03296582488	0.001344158624	-4.43112978097258E-05	-0.03576488686	0.001327596082	-4.74813236685093E-05	-0.03642634496	-1.88858733E-07	6.87943335696653E-09	-0.0400673511	1.255518081E-06	-5.03052837638252E-08	-0.03121040974	0.001361757578	-4.250101197593E-05	-0.03614754744	0.001353521444	-4.89264806080473E-05	-0.03136601946	0.001419299694	-4.4517781821576E-05	-0.03713446954	0.00142612539	-5.29584098551756E-05	
-0.0278505571	0.001274433042	-3.54936702063477E-05	-0.03285778858	0.001227227362	-4.03239772001871E-05	-0.02729396054	0.00133405376	-3.64116106836786E-05	-0.03251726556	0.001334126254	-4.3382137691886E-05	-0.0269183666	0.001349450132	-3.63249933615944E-05	-0.03238282144	0.001344003242	-4.35226170004671E-05	-0.0285344555	0.001369142004	-3.90677215863188E-05	-0.03233864594	0.001358962562	-4.39470091382333E-05	-0.02744037944	0.001213832244	-3.33080173518667E-05	-0.0323923207	0.001224017226	-3.96487585269164E-05	-0.02858721904	0.001342025306	-3.8364771379845E-05	-0.0314957404	0.001325722272	-4.17546045214102E-05	-0.03199732346	-8.17310405999999E-08	2.61517454280059E-09	-0.03631226756	1.0865149116E-06	-3.94538201779489E-08	-0.02710944532	0.00136286949	-3.69466359174513E-05	-0.03246418928	0.001352561914	-4.39098259890151E-05	-0.02692551804	0.001395133166	-3.75646832293353E-05	-0.03272542292	0.001401930232	-4.58787597465337E-05	
-0.02281018806	0.00127103543	-2.8992557189223E-05	-0.0288261401	0.001223891628	-3.52800715359451E-05	-0.02297477614	0.001334375142	-3.06569701742307E-05	-0.02793959248	0.001331185784	-3.71927883201293E-05	-0.02281093502	0.001349952524	-3.0793679305049E-05	-0.02852455768	0.001342129432	-3.82836483971096E-05	-0.02418311952	0.001369215884	-3.31119113714545E-05	-0.02701143982	0.001353081622	-3.6548682804201E-05	-0.02344887436	0.001214656018	-2.84823163566999E-05	-0.0280274144	0.001219660086	-3.41839186574616E-05	-0.02390890056	0.001340563382	-3.20513965946153E-05	-0.02733434062	0.001324503232	-3.62044224957789E-05	-0.02710262494	1.611532956E-07	-4.36767732849175E-09	-0.0323323051	6.912506676E-07	-2.23497274854219E-08	-0.02205265206	0.001361024308	-3.00141955095263E-05	-0.02803897286	0.001350473848	-3.78658995722118E-05	-0.02296324998	0.001374607132	-3.15654471964069E-05	-0.0285817157	0.00137962089	-3.9431932051761E-05	
-0.01865620854	0.001269511632	-2.36842737505477E-05	-0.02473132958	0.001221729682	-3.02149994232106E-05	-0.018392726326	0.001334618026	-2.45472641019644E-05	-0.0228875556	0.001327071526	-3.03734233365018E-05	-0.01861750886	0.00134910012	-2.51168834371271E-05	-0.0241406239	0.001339127086	-3.2327363337429E-05	-0.02014424244	0.00136996116	-2.75968297404236E-05	-0.0224410598	0.001349655384	-3.0287697181736E-05	-0.01894533808	0.001211732172	-2.29566756609527E-05	-0.02405220826	0.00121802916	-2.92962910230729E-05	-0.019183781576	0.001338018176	-2.56682484331019E-05	-0.02301661638	0.001322917558	-3.04490859348524E-05	-0.02207753896	7.087974452E-07	-1.56485032111515E-08	-0.0286205985	1.1031381738E-06	-3.1572474762353E-08	-0.01853487654	0.001362457602	-2.52529834440545E-05	-0.02492174518	0.001350688104	-3.36615047455453E-05	-0.0185876897	0.001350942994	-2.5110909174861E-05	-0.02356703302	0.001351249598	-3.18449438943277E-05	
-0.014500578924	0.001269709264	-1.8411519393166E-05	-0.0202721823	0.001217660676	-2.46846392034132E-05	-0.013344809648	0.001332851342	-1.77866474480713E-05	-0.01905313632	0.00132602149	-2.52648682122195E-05	-0.01470178679	0.001347666824	-1.98131103104045E-05	-0.019977953726	0.001336507998	-2.67006949384729E-05	-0.015213902288	0.001368787372	-2.08245973306563E-05	-0.018479743	0.00134746019	-2.49007180139312E-05	-0.014620637736	0.001209796486	-1.76879961560918E-05	-0.02013147732	0.001215941094	-2.4478690556317E-05	-0.01505123511	0.001338582442	-2.01473190486599E-05	-0.017858862558	0.001319062808	-2.35569613934415E-05	-0.01774028028	9.064295668E-07	-1.6080314569111E-08	-0.02415954872	1.1650136512E-06	-2.81462040656315E-08	-0.01438393872	0.001362214718	-1.95940130271941E-05	-0.02081164962	0.001348707166	-2.80688209787752E-05	-0.014186380332	0.001327081224	-1.88264789751201E-05	-0.01922286292	0.001328240234	-2.55325799430107E-05	
-0.011072603014	0.001271887834	-1.40831090642183E-05	-0.015194588114	0.001210025058	-1.8385832363929E-05	-0.010209125992	0.001334939408	-1.36285646079579E-05	-0.015514307396	0.001326157246	-2.05744111698768E-05	-0.010700896076	0.001347300188	-1.44173192949633E-05	-0.015743560054	0.001335029452	-2.10181163514207E-05	-0.0103559862808	0.001367415952	-1.41609408390591E-05	-0.013576735406	0.0013431483	-1.82355690801187E-05	-0.0109700652	0.001213651236	-1.33138331889806E-05	-0.01511419135	0.00120664592	-1.82374773265768E-05	-0.0099437089572	0.0013371944	-1.32966719327977E-05	-0.01397428005	0.001318605668	-1.84265648801493E-05	-0.013409682412	4.825363716E-07	-6.47065949539482E-09	-0.02011559816	1.4245212506E-06	-2.86550970474503E-08	-0.009569147226	0.001360250402	-1.30164363609637E-05	-0.016210384416	0.001345783318	-2.181566492542E-05	-0.00976560111	0.001303343204	-1.27279298396934E-05	-0.015239921216	0.001308537974	-1.99420156319043E-05	
-0.006652904176	0.00126908312	-8.44308838873911E-06	-0.010387849203	0.001202620318	-1.24926385118479E-05	-0.00584104663	0.001334482268	-7.79477315429616E-06	-0.011099047904	0.001325366718	-1.47103086934493E-05	-0.006476839118	0.001346233528	-8.71933797611355E-06	-0.01151683919	0.001334024668	-1.53637475768491E-05	-0.00626605730842	0.001367720712	-8.570216363305E-06	-0.009355469682	0.00134101498	-1.25458249884978E-05	-0.006310899306	0.00121080127	-7.64124489454692E-06	-0.01149653181	0.001208124466	-1.38892413538083E-05	-0.0050743149452	0.001336206238	-6.78033128335287E-06	-0.01052708874	0.001319824706	-1.38939118013064E-05	-0.00947988297	3.301564646E-07	-3.12984464619695E-09	-0.01584473888	1.334016821E-06	-2.11371481902727E-08	-0.005679618416	0.00136035753	-7.72631167973227E-06	-0.011561302862	0.001342690466	-1.55232511273459E-05	-0.00564732371	0.001281219488	-7.23546119229646E-06	-0.011128684438	0.00128648814	-1.43169205432896E-05	
-0.003054272016	0.00127136882	-3.88310620894094E-06	-0.006113566429	0.001199008452	-7.33021782023446E-06	-0.001012620088	0.001332332326	-1.34914647719936E-06	-0.006418192514	0.001322669132	-8.48914512150128E-06	-0.002853154752	0.001345866892	-3.83996651846927E-06	-0.006458777388	0.001331265206	-8.59834560994396E-06	-0.00150434536042	0.001365908778	-2.05479853294125E-06	-0.005226095964	0.001339688812	-7.00134229340916E-06	-0.00262969795	0.001214548892	-3.19389673146717E-06	-0.006876558086	0.001202638788	-8.27001548215864E-06	-0.0014898246852	0.00133792767	-1.99327766977812E-06	-0.005237806198	0.001314581914	-6.8855252969279E-06	-0.005387988748	6.182930164E-07	-3.33135581533018E-09	-0.010357275852	1.362645773E-06	-1.41132981595228E-08	-0.001636047438	0.001360983672	-2.22663384973543E-06	-0.00657274687	0.00133877384	-8.79942156649788E-06	-0.001101614018	0.001255788666	-1.38339439811112E-06	-0.006641443096	0.001262033474	-8.3817235028182E-06	
0.001251721948	0.001270680802	1.59053904876564E-06	-0.001572483989	0.001192608496	-1.87535776510537E-06	0.002734411138	0.00133166093	3.64130847903144E-06	-0.00270471042	0.001323035768	-3.5784286277423E-06	0.001451441708	0.001344693104	1.95174365560558E-06	-0.001380865986	0.001328674748	-1.83472176597032E-06	0.00367268863958	0.001362663548	5.00463893230938E-06	-0.001459152528	0.001339536432	-1.9545879711009E-06	0.001525869138	0.00121564418	1.85491393705132E-06	-0.002201030604	0.001197412618	-2.63554181783376E-06	0.0022579033748	0.001339620472	3.02473358467997E-06	-0.001598965998	0.00131532719	-2.10316345305489E-06	-0.001967560316	5.896640644E-07	-1.16019961288471E-09	-0.006142351922	1.300770295E-06	-7.98978892157376E-09	0.003025336262	0.001359917012	4.11420624971429E-06	-0.002093622672	0.001337904812	-2.8010678473811E-06	0.003462361742	0.001228879298	4.25482466693102E-06	-0.003404861506	0.001245988332	-4.24241770855195E-06	
0.005369553212	0.001269857028	6.81856488347817E-06	0.003323925551	0.001184622866	3.93759821259625E-06	0.00698624316	0.001330549018	9.29553897604722E-06	0.00202066126	0.001321297712	2.66989509956504E-06	0.006010406658	0.00134414546	8.07886082210447E-06	0.002392102206	0.001329131888	3.17941932134975E-06	0.00755949094758	0.00136286118	1.03025367530182E-05	0.002873856912	0.00133827214	3.84600263967603E-06	0.004870577214	0.001221344112	5.94865080236026E-06	0.001725662608	0.001197198362	2.06596044766225E-06	0.0070665430688	0.00133681576	9.4466661430906E-06	0.00238251956	0.001315265314	3.13364533719454E-06	0.002949777304	7.872961854E-07	2.3223484192187E-09	-0.001799831692	1.572283583E-06	-2.82984582149471E-09	0.006727592982	0.001361440812	9.15921965221958E-06	0.002427040608	0.00133664052	3.24408082033824E-06	0.007020977734	0.001211981752	8.50929689480631E-06	0.001735327194	0.001216290872	2.11066262599557E-06	
0.009743340342	0.00127013316	1.23753396575399E-05	0.007417088225	0.001182291916	8.76916344867629E-06	0.012076331404	0.001327744304	1.60342802348773E-05	0.007038010096	0.00131808111	9.27666815952689E-06	0.010088221724	0.00134521212	1.35707981323721E-05	0.007591457974	0.00132608429	1.00669131575166E-05	0.01152854540038	0.001363149316	1.57151287770029E-05	0.007155115838	0.001337007848	9.5664460287551E-06	0.009838902138	0.001219317922	1.19967497096675E-05	0.005590648218	0.00119715311	6.69286190109466E-06	0.010737409636	0.001338356182	1.4370478565007E-05	0.006324750312	0.00131547957	8.32007982078713E-06	0.006613477956	1.0754327366E-06	7.11235069666485E-09	0.002633249648	1.1770193394E-06	3.09938576116424E-09	0.011289286528	0.001360464658	1.53586753353795E-05	0.006550135204	0.001336273884	8.75277460977421E-06	0.011018253372	0.001190146174	1.31133320948484E-05	0.00668469307	0.00118672917	7.93292025866585E-06	
0.013895609404	0.001270302162	1.76516226682087E-05	0.011717817014	0.0011817729	1.38477985943041E-05	0.015973660462	0.001327394292	2.12033457196049E-05	0.011637245764	0.001315931168	1.53138144105236E-05	0.014354452086	0.001346324032	1.93257438095743E-05	0.01257614639	0.001323708086	1.66471466671627E-05	0.016262733128	0.001361823148	2.21469664234568E-05	0.011682880514	0.00133533167	1.56005203471701E-05	0.013800473644	0.001220886974	1.68488185069899E-05	0.009677089318	0.00119466978	1.15609261665754E-05	0.015012581244	0.001338644318	2.0096506580794E-05	0.011456632042	0.001312370098	1.50353413157095E-05	0.011160900414	1.165937166E-06	1.30129085987074E-08	0.007716424488	1.4651558904E-06	1.130576479142E-08	0.015783059758	0.001359793264	2.14616983442379E-05	0.01055007479	0.001336302514	1.4098091464765E-05	0.015701708332	0.001163586818	1.8270300835196E-05	0.010836772212	0.001163826932	1.26121273562748E-05	
0.018521608104	0.001267728326	2.3480367236512E-05	0.0160009159	0.001179046684	1.88658268328579E-05	0.02029132242	0.001326999028	2.69265651281746E-05	0.014905154994	0.00131747159	1.96371182491416E-05	0.01884543226	0.001348197844	2.540737114218E-05	0.015812031268	0.001325400888	2.0957280283691E-05	0.02044024238	0.0013618684	2.78369201856628E-05	0.015709011556	0.001335150662	2.0973897178359E-05	0.019198264528	0.001215096538	2.3327744763581E-05	0.013647032434	0.00119439365	1.62999288805136E-05	0.019246213804	0.00133853719	2.57617729433454E-05	0.01503129256	0.001314305784	1.97557147526042E-05	0.015014789812	1.013557258E-06	1.52183491912971E-08	0.01180223146	1.17701934018E-06	1.38914546857008E-08	0.02006901252	0.001358907614	2.72719339188893E-05	0.014511583658	0.001336562022	1.93956315963586E-05	0.01877423016	0.001147694056	2.15470723606079E-05	0.01498802541	0.001141381834	1.71070599305044E-05	
0.0225895934	0.001268263964	2.86495672706322E-05	0.02080676648	0.00117365151	2.44198928974694E-05	0.02462039972	0.001327625172	3.26866624129737E-05	0.01945448202	0.001315626408	2.55948302994732E-05	0.02273261634	0.001351002558	3.07118228253726E-05	0.019353651606	0.001326422294	2.56711149605073E-05	0.0246493963	0.001362827932	3.35928857845774E-05	0.02021597548	0.00133297209	2.69473310869644E-05	0.02351668598	0.00121511316	2.85754346138855E-05	0.017962789892	0.001191560308	2.14037474562508E-05	0.02432583814	0.001336922886	3.25217697304977E-05	0.01947521782	0.001312798608	2.55670388445928E-05	0.01985222234	6.921741824E-07	1.37411957670125E-08	0.01589862969	8.7225952678E-07	1.38677312098499E-08	0.0246145345	0.001357186184	3.34065061489913E-05	0.01858984308	0.001335511986	2.48269582511992E-05	0.0225674924	0.0011289227	2.54769544524375E-05	0.01931329754	0.001117260556	2.15779855477338E-05	
0.02703732578	0.001267044924	3.42575063880833E-05	0.02479110604	0.001172341966	2.90636539942481E-05	0.02899945038	0.001328601328	3.85287082861381E-05	0.02349450252	0.001314119234	3.08745776547935E-05	0.02778585944	0.001350500166	3.75248077861727E-05	0.02345505878	0.001326681802	3.11173996482663E-05	0.02860906534	0.001364261226	3.90302385554625E-05	0.0248573845	0.001330443506	3.30713457841701E-05	0.02879626622	0.001209215596	3.4820894219792E-05	0.02246613668	0.001187569802	2.66801054887725E-05	0.02875372096	0.00133686101	3.84397284438438E-05	0.0231126607	0.001314170028	3.03739659592735E-05	0.02427490444	3.4216215462E-07	8.305953606385E-09	0.02084697984	8.8888278878E-07	1.85305215778196E-08	0.02891875142	0.001356498166	3.92282332642399E-05	0.02350997018	0.001332526264	3.13276527307068E-05	0.02696309446	0.00110242522	2.97247953419463E-05	0.02254905524	0.001101565426	2.48392596413481E-05	
0.03174988684	0.001264409212	4.01448494004536E-05	0.02855456168	0.001171963324	3.34648990218558E-05	0.0328976682	0.001330520392	4.37710183893499E-05	0.0270086005	0.00131491438	3.55139971811252E-05	0.03202038076	0.001351126308	4.3263578837013E-05	0.02731231098	0.001327353196	3.62530832694489E-05	0.03283451822	0.001364932622	4.48169050461314E-05	0.0283979264	0.001332424446	3.78380913510688E-05	0.0326005641	0.001212827462	3.95388594171713E-05	0.02674727048	0.001185588862	3.17112659699894E-05	0.03300149556	0.001337058642	4.41249348374226E-05	0.02736328908	0.001313622384	3.59450290353508E-05	0.02858495432	3.740234082E-08	1.06914420380077E-09	0.02522647476	1.34602250838E-06	3.395540283404E-08	0.03345063658	0.00135621003	4.53660888396809E-05	0.02792675476	0.001331628608	3.71880655670162E-05	0.03170603372	0.001075408724	3.40969452659262E-05	0.02636032718	0.00108145128	2.85074095700298E-05	
0.03610477398	0.001262123514	4.55686842078134E-05	0.03291756598	0.001164039568	3.83173492829707E-05	0.03713250664	0.001332591834	4.94824751244148E-05	0.0317564253	0.001312583428	4.16829575812999E-05	0.0371631046	0.001349466752	5.01503740587983E-05	0.03085018896	0.001328646118	4.09889838012705E-05	0.03732968724	0.001364949246	5.09531284516538E-05	0.03331596308	0.001330093496	4.43133458056841E-05	0.03761226824	0.001208425068	4.54516078055562E-05	0.03177508168	0.001178579386	3.74494562565142E-05	0.03765324154	0.00133704202	5.03439661281895E-05	0.03209931498	0.001311658068	4.21033254707903E-05	0.03364067156	8.77338861999996E-09	2.9514268503366E-10	0.02936517356	1.48177915238E-06	4.35127019872284E-08	0.03818400048	0.001353895702	5.16971541350379E-05	0.03241589708	0.001331035712	4.31467166499965E-05	0.03599179482	0.0010506160514	3.78135573565874E-05	0.03077774406	0.001057420506	3.25450176974637E-05	
0.04081232624	0.001258754534	5.13727006976872E-05	0.03733980384	0.001160625336	4.33375223779741E-05	0.04062320256	0.00133547043	5.42510857907803E-05	0.03692984442	0.00130892631	4.83384449855447E-05	0.04164406716	0.001348873856	5.61725934496322E-05	0.03544974194	0.001327336574	4.70537390158237E-05	0.04086705832	0.001367584956	5.58891741544066E-05	0.03719712254	0.001330122124	4.94767156395931E-05	0.04182288246	0.00120877508	5.05544580914171E-05	0.0367392866	0.001172043674	4.3060048446803E-05	0.04292521174	0.001334908702	5.73012386869186E-05	0.03691937028	0.001310027142	4.83653771323481E-05	0.03835253778	-5.31020881800001E-08	-2.03659984312034E-09	0.03313941034	1.5889068444E-06	5.26554359086061E-08	0.04194149412	0.001355131364	5.68362341350336E-05	0.03665479506	0.001330578572	4.87720848678875E-05	0.0406130373	0.0010241471996	4.15937284180453E-05	0.03502253764	0.0010339087478	3.62101080361508E-05	
0.04519568908	0.001257304616	5.68247485035848E-05	0.04077228204	0.00116312529	4.74232723717368E-05	0.04507340724	0.001335577556	6.01990310821919E-05	0.04088418564	0.001308728678	5.35063062237438E-05	0.04628293964	0.001347942954	6.23867623781453E-05	0.04028317972	0.001325355636	5.33895392779029E-05	0.04468689186	0.001369842024	6.12139823917715E-05	0.04109191508	0.001330991152	5.46929753902154E-05	0.04625805852	0.00120788943	5.58746199386294E-05	0.04094875772	0.001169498468	4.78895094200432E-05	0.04657616442	0.001336584882	6.22529972253183E-05	0.0409151879	0.00131028665	5.36106244876115E-05	0.04248755688	5.2778858582E-07	2.2424447560642E-08	0.03807831054	1.8770433958E-06	7.14746413223285E-08	0.04634495908	0.001354702852	6.27836482414993E-05	0.04182846866	0.001328140494	5.55540830293559E-05	0.04495219714	0.0010003140578	4.4966314728139E-05	0.03962469006	0.0010090421942	3.99829842026373E-05	
0.04991675108	0.001253816502	6.25864462303303E-05	0.04486620642	0.001165122852	5.22746423824911E-05	0.04883267626	0.00133627758	6.52540104576363E-05	0.045910159	0.001305771584	5.99481810391219E-05	0.05012985134	0.001349026238	6.76264847646995E-05	0.04466470266	0.0013242271	5.91462096758141E-05	0.04980342636	0.001368425354	6.81522713470959E-05	0.04500370338	0.001331476922	5.99213924550034E-05	0.05057679924	0.001208132314	6.11034655005346E-05	0.04527669404	0.001164943694	5.27447992070654E-05	0.05111451882	0.001335868234	6.82822619878332E-05	0.04598295474	0.001306979544	6.00987812178578E-05	0.04608999448	2.849042496E-07	1.31312352913925E-08	0.04231118386	1.6341590598E-06	6.91432044356826E-08	0.05068988926	0.001353652814	6.86165112381474E-05	0.04576175658	0.001329326286	6.08323059153275E-05	0.04932699854	0.000977304692	4.82075071154191E-05	0.04434035952	0.0009828328506	4.35791619436704E-05	
0.0546863282	0.001249397486	6.83249609716509E-05	0.05007228614	0.001159377668	5.80526903364219E-05	0.05322428356	0.001335927568	7.11037876948532E-05	0.0503941634	0.001304383542	6.57333173518188E-05	0.0546527328	0.001348050084	7.36746210418696E-05	0.04956225382	0.001321834274	6.55130857959634E-05	0.05368559986	0.00136917063	7.35047465822441E-05	0.049351045	0.001330014998	6.56376300169729E-05	0.05463831764	0.001207325162	6.59662156961205E-05	0.0493959858	0.00116213898	5.74050005537065E-05	0.05623999458	0.001333446778	7.49930395674385E-05	0.05123913498	0.00130326055	6.6777943235559E-05	0.0506017777	3.9203194162E-07	1.98375131611546E-08	0.04719637032	1.7080402278E-06	8.0613299112706E-08	0.0543807956	0.00135363619	7.36118129651528E-05	0.05025464148	0.001328090624	6.67427181620695E-05	0.05267684496	0.0009604357744	5.05927263821063E-05	0.04908000272	0.0009563806214	4.69391634996673E-05	
0.05874372446	0.001250052258	7.34327254045528E-05	0.0539730428	0.001163170544	6.27798535550113E-05	0.05752348992	0.001334770406	7.67806519950553E-05	0.05415596918	0.001305466826	7.06988211943684E-05	0.05884831662	0.001347852452	7.93188478523394E-05	0.05434825512	0.001320891364	7.17881408364768E-05	0.05830608114	0.001368803994	7.98095967389201E-05	0.05304898808	0.001330579264	7.05858835154312E-05	0.0584150287	0.001209548984	7.06558386144159E-05	0.05336624632	0.00115919851	6.1862073218437E-05	0.05952509164	0.001335246708	7.94806826557083E-05	0.0547337633	0.001304236704	7.13857830439082E-05	0.05405600812	3.3015646442E-07	1.7846940521558E-08	0.05161448422	1.3580281998E-06	7.00939250888921E-08	0.05835460682	0.001354381466	7.90343979327252E-05	0.05464155506	0.001326612076	7.24881467940149E-05	0.05693578258	0.000937838296	5.33965573162537E-05	0.05372160188	0.0009309664238	5.00130075830309E-05	
0.06311053604	0.00124887847	7.88173896905151E-05	0.0579974634	0.00116193488	6.73892756759834E-05	0.06206996348	0.001334358518	8.28235844814869E-05	0.0585537266	0.001305162068	7.64221028983626E-05	0.06304542134	0.00134750244	8.49538590864781E-05	0.05862526698	0.00132178902	7.74902341887326E-05	0.06302099126	0.001366625424	8.61260889015978E-05	0.05769718164	0.001329026836	7.66811027611265E-05	0.06207485816	0.00121133229	7.5193280086378E-05	0.05685795626	0.001159503268	6.59269860952711E-05	0.06374724664	0.00133392054	8.5033761661542E-05	0.05864333398	0.001304129576	7.64785062785638E-05	0.05769522848	4.5390741922E-07	2.6188292260665E-08	0.0563272373	1.996176778E-06	1.12439123067155E-07	0.06229398416	0.001353771946	8.43318481603764E-05	0.05930008546	0.001324128746	7.85209477978426E-05	0.06112185364	0.0009155169486	5.59580929372686E-05	0.05796779316	0.0009081713134	5.26446868490167E-05	
