V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.627496373	0.0004751418786	0.000298149805481906	0.6305294842	0.001275745338	0.000804395049939695	0.63091245	0.000677027157	0.000427144862339405	0.6197002636	9.918431202E-05	6.14645443037786E-05	0.6314967066	0.001259148876	0.000795148368313092	0.6219854712	0.0009172446134	0.000570512823071261	0.6322302112	0.001318234878	0.000833427915329146	0.6230364082	0.0009942500292	0.000619453967045513	0.630898422	0.0009506451348	0.000599760515427297	0.621063748	0.000421018063	0.00026147905618248	0.630289199	0.001194421586	0.000752831024708249	0.623523463	0.0007824662022	0.000487886036076202	0.631983941	0.001249134976	0.00078943324497342	0.6219132308	0.0007430138904	0.000462090169107941	0.6323982876	0.001391803892	0.000880174397975815	0.62295653	0.00120060544	0.000747924998801523	0.6236771934	-0.00176020334	-0.00109779867890451	0.6142975256	-0.001653585888	-0.00101579371936548	
0.635758746	0.0004564735682	0.000290207063300977	0.638478701	0.00127459446	0.000813801415122596	0.6397818592	0.0006571272648	0.000420418103204755	0.6277577988	7.89344077E-05	4.95516900273338E-05	0.64013851	0.001255079872	0.000803424959193071	0.631453858	0.0008977399854	0.000566881377261694	0.6411020926	0.0013127492	0.000841606259178976	0.6321795914	0.0009755978058	0.000616753022241381	0.6400052042	0.0009295714554	0.000594930569131768	0.6287072916	0.0004079918898	0.000256507476030924	0.6388886392	0.001193338304	0.000762410285147796	0.6309713646	0.0007732162802	0.00048787733144873	0.6409636964	0.001244015934	0.000797369051437139	0.6307447788	0.0007292996988	0.000460001977198513	0.6420734816	0.00139236816	0.000894002672160186	0.6315979516	0.00119289594	0.000753430632175957	0.6325498342	-0.001818226838	-0.00115011908491489	0.6233052474	-0.001711197498	-0.00106659837984115	
0.6444650446	0.0004231698772	0.000272718193783075	0.64780827	0.001272993322	0.000824655601646373	0.6485580434	0.0006371368682	0.000413220240617796	0.6358336628	5.851550028E-05	3.72061248736068E-05	0.648122989	0.0012529013	0.000812034135477986	0.6400186706	0.0008843638002	0.000566009343730768	0.6495216164	0.001310830136	0.000851412508760552	0.6402902064	0.0009661502516	0.000618616544010376	0.6484012632	0.0009150334888	0.000593308870008223	0.6383688504	0.0003789492032	0.00024190936720678	0.6475865016	0.001189104912	0.000770048289997456	0.6403290882	0.0007484854832	0.000479277026988392	0.649542336	0.00124113734	0.000806171247120426	0.6395401802	0.0007132379332	0.000456144316324204	0.6510374452	0.001395201504	0.000908328422703357	0.6402511058	0.001183617388	0.000757812341511108	0.641498769	-0.001874986046	-0.00120280124040118	0.6317557186	-0.00176928287	-0.00111775457094352	
0.652802696	0.0003933886918	0.000256805198582953	0.655553219	0.001272733258	0.000834344384210258	0.657334165	0.0006174964836	0.000405901535437642	0.6446522746	3.456322602E-05	2.22812622713069E-05	0.6577130772	0.001246225212	0.000819658619068742	0.6478987634	0.0008763042884	0.000567756464816477	0.6573989808	0.001310813512	0.000861727466807669	0.648173151	0.0009594741648	0.000621905392701509	0.6573732188	0.0008881859962	0.000583869687215079	0.6462200252	0.0003525256038	0.000227809104571281	0.6570471534	0.001180785894	0.000775832010427574	0.6483284058	0.0007340546444	0.000475908477373938	0.6578440934	0.001239675418	0.000815513151464476	0.647507029	0.0007029998506	0.00045519734464945	0.6595131552	0.001396618176	0.000921088059863429	0.6482511222	0.001178803106	0.000764160436317346	0.6493348506	-0.001919204848	-0.00124620659324688	0.6409500166	-0.001833249184	-0.00117502109491674	
0.6621600424	0.0003546411282	0.000234829184485696	0.6643302274	0.001268285002	0.000842560063786669	0.665330439	0.0006034489034	0.000401492923813191	0.652658126	1.490621806E-05	9.72866434478696E-06	0.6659630858	0.001243803756	0.00082832738747539	0.6561141464	0.0008655305672	0.000567886849281536	0.6657805184	0.001309684978	0.000871962743593532	0.6572930598	0.0009413862082	0.000618766621241298	0.6654100808	0.0008775812782	0.000583951429235629	0.6546311128	0.0003225686376	0.000211163466186468	0.665980424	0.001174171682	0.000781975354627153	0.6567552854	0.0006245719904	0.000410190955807998	0.6659588328	0.001239308782	0.00082532862993951	0.655367844	0.000690109434	0.00045227553188464	0.6683040514	0.001396313418	0.000933161914273582	0.6576148084	0.001165393674	0.000766380137638082	0.6572966888	-0.001968559314	-0.0012939275187986	0.648486068	-0.001876615582	-0.00121695905991871	
0.6711871704	0.0003273266674	0.000219697459688668	0.67215077	0.001270906988	0.000854241110582581	0.6736582608	0.000587556141	0.00039581204806842	0.6620581506	-1.221740534E-05	-8.08863278453096E-06	0.67557981	0.001238865724	0.000836952670435432	0.6650837572	0.0008494854248	0.000564978958012622	0.6743320784	0.00130770404	0.000881826783225277	0.6660598568	0.000925538698	0.000616464172652739	0.674852786	0.0008502600228	0.000573800345211004	0.6625397442	0.0003047115596	0.000201883518752167	0.6751027424	0.001166659814	0.000787615239879274	0.6646193986	0.000511996486	0.000340282796610633	0.674986787	0.00123495164	0.000833576039583981	0.6642814548	0.00066790722	0.000443678379773024	0.6765149308	0.001395856278	0.000944317613317916	0.666935562	0.001151543726	0.000768005462067384	0.6660463648	-0.002035223214	-0.00135555302324127	0.6577948346	-0.001943477114	-0.00127840920675252	
0.6799317732	0.0002910458282	0.000197891306050489	0.6810712946	0.00126482266	0.000861434406485616	0.6814678324	0.000574130086	0.000391251185222046	0.670474948	-3.74958466E-05	-2.5140025799351E-05	0.6839973672	0.001235665746	0.000845192117003224	0.6729939742	0.0008399473662	0.000565279516097761	0.682692244	0.001306377874	0.000891854042313009	0.6742293888	0.0009127840382	0.000615425824181982	0.6834737246	0.0008337577408	0.000569851508518658	0.6723810304	0.000269466549	0.000181184195874952	0.6838548928	0.001160383608	0.000793534007855717	0.6735735972	0.000388206744	0.00026148581301338	0.6834744844	0.001233230208	0.000842881380559305	0.6735772208	0.0006439383224	0.000433742185568806	0.684886956	0.001393220566	0.000954198592484337	0.675764574	0.001141486652	0.000771376241115466	0.674951289	-0.002107722804	-0.00142261022341449	0.6658215498	-0.002003210038	-0.00133378041207608	
0.6885900642	0.000257932333	0.000177609641739726	0.689362017	0.001266934222	0.000873376330684246	0.689739024	0.000557199293	0.00038432209652731	0.67934683	-6.05172182E-05	-4.11121803445883E-05	0.6928527606	0.00123167524	0.000853369590196668	0.6821226992	0.000825623655	0.000563176636071969	0.69232571	0.001299368398	0.000899586148696913	0.6829570604	0.0008953674768	0.000611497539933093	0.6925938884	0.0008183839934	0.000566807752193226	0.6803989944	0.0002508309482	0.000170665124919678	0.6931493928	0.001152002714	0.000798509981713052	0.6812283044	0.0002884311518	0.000196487464476853	0.6933162762	0.001224392174	0.000848891022686102	0.682255616	0.0006259907398	0.000427085697792545	0.6934473302	0.00139006584	0.00096393744555022	0.6844350418	0.001131672462	0.000774556288832879	0.6827073992	-0.002176903282	-0.00148618797796416	0.6750683584	-0.002082414344	-0.00140577203271269	
0.6981825628	0.00020861725192	0.000145652927589799	0.6985542862	0.001264502432	0.000883323593783924	0.6979666472	0.0005398279836	0.000376781927778029	0.6883676166	-8.392184834E-05	-5.77690827224725E-05	0.70084542	0.001228994278	0.000861335010942507	0.6913325982	0.0008097595216	0.000559813153984917	0.7009811476	0.001295530272	0.0009081422968171	0.6914898496	0.000875727092	0.000605556395137725	0.7008392042	0.0008145126204	0.000570842376691993	0.6893211672	0.0002373023832	0.000163577555766766	0.7015171688	0.00114660754	0.000804364875185533	0.6903827768	0.0002545123082	0.000175710914064893	0.701890857	0.001221237448	0.000857175398977213	0.6912575062	0.0006051146926	0.000418290073371656	0.701482672	0.00138963733	0.000974806507359346	0.6931683566	0.001120136842	0.000776443413936254	0.6909916524	-0.00224856709	-0.00155374108905136	0.6830095878	-0.002140911606	-0.0014622631535303	
0.7071199562	0.00017621408012	0.000124604492616278	0.707488636	0.001258963462	0.000890702342504218	0.7071736926	0.0005140305272	0.000363508866029149	0.6973562516	-0.00010554317186	-7.36011907102642E-05	0.7098795894	0.001223660982	0.000868651955466961	0.7005237262	0.0007946739108	0.000556687929107542	0.7107313018	0.001286968368	0.000914688703564061	0.6994431916	0.000863446195	0.000603931562405676	0.709515887	0.0008031460028	0.000569844848567147	0.698614209	0.000221426244	0.000154691520303901	0.7103704076	0.001140862356	0.000810434856847216	0.6987610168	0.000322761883	0.000225533421549363	0.7115132878	0.001213008934	0.000863071974761113	0.6998783806	0.000588550535	0.000411913795337064	0.7107492036	0.001385065932	0.000984434508102492	0.7019386462	0.001107963074	0.000777722100203151	0.7000887956	-0.002332861808	-0.00163321041346396	0.6915949496	-0.002212389788	-0.00153007760392741	
0.715685469	0.00013503472584	9.66423910940868E-05	0.7164692814	0.001255856282	0.000899782447906216	0.7161622654	0.0004897116176	0.000350712981453115	0.7056523022	-0.0001210240468	-8.54008972459805E-05	0.7172744732	0.00122041575	0.000875373064166233	0.7085101066	0.0007868739068	0.000557508115587627	0.7193719008	0.00128178745	0.000922081874328085	0.7075640838	0.0008508605382	0.000602038357153058	0.7169693702	0.000799838897	0.000573459990243553	0.7071866956	0.000200916832	0.0001420857105125	0.7186603064	0.001138148146	0.000817941895332952	0.7079236066	0.0003922304972	0.000277669228196335	0.719596824	0.001211880398	0.000872065285468656	0.7082870596	0.0005742886992	0.000406761254117877	0.719854717	0.001380646916	0.000993865194994103	0.710339398	0.001098165506	0.000780070224436405	0.7077642396	-0.002404554246	-0.00170185750749714	0.6990341008	-0.00227641798	-0.00159129379569425	
0.7242105838	0.00010259662016	7.43015581819805E-05	0.7252421062	0.001252013548	0.000908012942542455	0.724915495	0.0004668878782	0.000338454257334853	0.7145356002	-0.00013728344462	-9.80939084990752E-05	0.7261873236	0.001213970542	0.000881570018824221	0.7171410656	0.0007758406782	0.000556387210700175	0.7282921716	0.00127765657	0.000930507277924307	0.7162715248	0.000834329627	0.000597606554117105	0.725355031	0.0007910461146	0.000573789278978113	0.7155731804	0.000189335959	0.000135483734345714	0.7270930848	0.001134643408	0.000824991375670705	0.716741014	0.0004693633588	0.000336411969720758	0.7281877044	0.001207766142	0.000879480454395024	0.7162103426	0.0005639268656	0.00040389025361272	0.727680461	0.001378513598	0.00100311741048741	0.7187181452	0.001088260812	0.000782152792294486	0.7153959894	-0.002472758568	-0.00176900156230169	0.707648888	-0.00234463431	-0.00165917786223815	
0.7330272928	5.911550732E-05	4.33332802932782E-05	0.7341102468	0.001242987006	0.000912489497743853	0.7343830598	0.0004391713586	0.000322520006105191	0.7232169124	-0.0001562690574	-0.000113016425196486	0.734420146	0.001207796848	0.0008870303374465	0.7262197534	0.0007570526974	0.000549786623216633	0.7368854616	0.001272887542	0.00093797232395156	0.7247301148	0.0008188940042	0.000593477145672898	0.7332627122	0.00077716292	0.000569864590540472	0.7240410286	0.0001740527162	0.000126021307668072	0.73485928	0.001132860102	0.000832492758896446	0.725502359	0.0005328106578	0.000386555389134242	0.7360792138	0.001207811394	0.000889044861314202	0.7249174666	0.0005453983926	0.000395368821051304	0.7362036108	0.001376335026	0.00101326281581171	0.7262918046	0.001083446532	0.000786898336913892	0.7239413356	-0.00253977248	-0.00183864628129132	0.715205297	-0.002400541114	-0.00171687972039908	
0.7407204316	3.83356343E-05	2.83959875843558E-05	0.7428704526	0.001233510204	0.000916338283532198	0.7429760954	0.0004160714882	0.000309131169710103	0.7318280848	-0.000174188011	-0.000127475678485251	0.7438838432	0.001198304042	0.000891399016085054	0.7340843726	0.0007453979434	0.000547184981618119	0.745506466	0.001268925664	0.000945992287385343	0.7343339666	0.0007946822224	0.000583562148561495	0.7421944632	0.000745851158	0.000553566599838908	0.7335881208	0.00014891003154	0.000109238630205697	0.7438635788	0.001125241108	0.000837025877609757	0.73398175	0.0005190964662	0.000381007332680292	0.7449412672	0.001202737604	0.000895968874832852	0.7338976662	0.0005259103878	0.000385964406236757	0.7456031926	0.001371215984	0.00102238301541455	0.7351137144	0.001070815622	0.000787171249325966	0.7333010282	-0.002625162486	-0.00192503435017587	0.7241136436	-0.002496445334	-0.00180771012685096	
0.7488810218	5.16197508E-06	3.86570517241654E-06	0.751379778	0.001233415106	0.000926763168528126	0.7513883296	0.000395669204	0.000297301222267722	0.7409290966	-0.0001954140702	-0.000144787970496215	0.7526630104	0.001189844648	0.000895552054672008	0.7425732766	0.0007287599048	0.00054115763036204	0.7535459288	0.00126673047	0.000954539588555411	0.7427079558	0.0007785918278	0.000578266344827924	0.75129186	0.000706994282	0.000531159049133145	0.7417407834	0.00013833394254	0.00010260792691043	0.751630346	0.001121617238	0.000843041552677504	0.7427610422	0.0004981585436	0.00037001275902517	0.7531029984	0.001199690006	0.000903490140669114	0.742729535	0.0005065295106	0.000376214427871716	0.753708865	0.001370042196	0.00103261294854927	0.7431473422	0.001065498948	0.000791822711323096	0.7410862492	-0.002697831078	-0.00199932551457021	0.732927628	-0.002578149594	-0.00188959706655958	
0.758122314	-4.206677344E-05	-3.18917596228465E-05	0.7606226558	0.001216928226	0.000925623179178103	0.7600080014	0.0003698717476	0.000281105487667801	0.7491572274	-0.0002149473272	-0.000161029343682193	0.7621653952	0.001179070928	0.000898647059807951	0.7519594136	0.0007060266698	0.000530903400608769	0.763049897	0.00125775668	0.000959731105125062	0.7515169922	0.0007570323798	0.000568922697065304	0.7600161076	0.0006855705908	0.000521044691904848	0.7502839748	0.00013139834794	9.85860747745766E-05	0.7606800536	0.001109550596	0.000844013006837192	0.7504742206	0.000486791926	0.000365324791259223	0.7615320386	0.001193611434	0.000908973348630289	0.7522343272	0.000482210601	0.000362735367011943	0.761768242	0.00136982794	0.00104349142169628	0.7515483492	0.001057010926	0.000794394816521663	0.7501261914	-0.002784061482	-0.0020883974361161	0.742247557	-0.002665887174	-0.00197874824213913	
0.7673891636	-9.477432836E-05	-7.27287925709322E-05	0.7689778118	0.001210393638	0.000930765851165881	0.7686932468	0.0003445600598	0.000264860991085264	0.7575326126	-0.0002330186606	-0.000176519234748871	0.7708446178	0.001169668626	0.000901632764961621	0.7610842704	0.0006859291454	0.000522049883172855	0.771698297	0.001249606662	0.000964319332985255	0.760078446	0.0007362634604	0.000559617986827415	0.7693919706	0.0006578254422	0.000506125613285074	0.759099543	0.00012257693654	9.3048096509854E-05	0.7692608502	0.001098884002	0.000845328441649699	0.7598298542	0.0004595777982	0.000349200931399863	0.770325475	0.001183537736	0.000911709268664625	0.7606348254	0.0004645677784	0.00035336643100975	0.770842873	0.001366718466	0.00105352518891359	0.7608221102	0.001043144356	0.00079364729017514	0.7584049298	-0.00286620626	-0.00217374495740762	0.750091313	-0.00275059378	-0.00206319649996983	
0.7757828798	-0.00012890867092	-0.000100005139957508	0.777514979	0.001204214212	0.000936294587754681	0.7765955382	0.000322069709	0.000250117898998772	0.7670458412	-0.000256118531	-0.000196454654057803	0.7799026974	0.00115908053	0.000903970031850821	0.76939161	0.0006727792214	0.000517630688327492	0.7796268424	0.001245294772	0.000970865230951588	0.7687571596	0.0007132254656	0.000548297183089043	0.7786321848	0.0006278398472	0.000488856311929834	0.7680077652	0.00011425791714	8.77509675990982E-05	0.7789636966	0.001080796044	0.000841900881704896	0.7681701714	0.0004412635806	0.00033896552034208	0.778614995	0.001174744952	0.000914674034927755	0.7700507692	0.0004417560446	0.000340174581942979	0.780220768	0.001361339918	0.00106214567633102	0.7698493672	0.001030084936	0.000793010236141852	0.7666414324	-0.002962369988	-0.00227107557089909	0.7588661662	-0.002838957502	-0.00215438879554747	
0.7854299824	-0.00018216158362	-0.000143075169416613	0.785306478	0.001198450112	0.000941150636513426	0.7852643596	0.0002942913138	0.000231096480067	0.775608184	-0.000275623159	-0.000213775577820333	0.7884103106	0.001147713912	0.000904869481839861	0.7792214832	0.0006494484724	0.000506064201925502	0.7880538514	0.001238178168	0.000975751074011796	0.7766984514	0.0006952446366	0.000539995432591376	0.7875937412	0.0006083518424	0.000479134103521729	0.7765778436	0.00011532457648	8.95585109169217E-05	0.7870857312	0.001070846098	0.000842847684046997	0.7762246026	0.0004256303256	0.000330384730343369	0.7877754292	0.001158897442	0.000912950929770332	0.7782603818	0.0004283466128	0.000333365198420465	0.7887614216	0.001357789928	0.00107097231384344	0.7782965428	0.0010185493158	0.000792733411158445	0.7747620066	-0.00305213376	-0.0023646772763092	0.766544592	-0.002894621422	-0.00221885639692145	
0.794031453	-0.0002219649288	-0.000176247134930106	0.794496719	0.001181122878	0.000938398251306837	0.7941953482	0.0002616201382	0.000207777496753881	0.784278272	-0.000294806404	-0.000231210257103654	0.7975921174	0.001131990152	0.000902866422209628	0.7877393686	0.0006354581498	0.000500575401695176	0.7963313222	0.001231580578	0.00098074619007458	0.7853968252	0.000670406712	0.000526535303197571	0.7954263996	0.0006010089778	0.00047805840733873	0.7849310974	0.00010950551108	8.59542809833723E-05	0.7966099294	0.001052436758	0.000838381571488345	0.7844495004	0.000409189919	0.000320988827528266	0.7970757014	0.001142592792	0.000910732951097984	0.7868756126	0.0004123467228	0.000324465580106852	0.7975487692	0.001352654264	0.00107880774340633	0.787458817	0.0009997280882	0.000787244697655644	0.7828845462	-0.00314986654	-0.00246598183675846	0.7743599354	-0.002987325664	-0.0023132653081938	
0.8026470678	-0.0002587309616	-0.000207669647677314	0.8025248298	0.001181348008	0.000948061109054769	0.8026869798	0.000233689363	0.000187579408997856	0.7930050568	-0.0003138705158	-0.000248900906209824	0.805645216	0.001121035422	0.000903156824700841	0.7965673686	0.000619075001	0.000493134944512612	0.8041181296	0.001227952088	0.000987418536240975	0.7940666606	0.0006463925622	0.000513278783302832	0.8040805078	0.0005617115852	0.000451661336664759	0.7938288558	9.190794074E-05	7.29591754365684E-05	0.804759614	0.001039393962	0.000836462283653051	0.7943330878	0.0003780139138	0.000300268959380117	0.8056520574	0.001129442868	0.000909937970319957	0.7947968652	0.0004013301174	0.000318975919219868	0.8068075026	0.001343528094	0.00108396854619308	0.7967741178	0.0009803305884	0.000781102039724765	0.7905877682	-0.003242447032	-0.00256343896253559	0.7821512444	-0.003079939402	-0.00240897843595089	
0.8110053974	-0.0002992698604	-0.000242709472063545	0.8112057656	0.001171325848	0.000950186281293909	0.8113240924	0.0002006395464	0.000162783697882528	0.8019973736	-0.0003344870554	-0.000268257739933998	0.814771025	0.00110377124	0.000899320824580321	0.8045848276	0.0006070369884	0.000488412750658637	0.8132088058	0.001219678322	0.000991853151693768	0.8026016712	0.0006232926918	0.000500255756085427	0.8120001126	0.0005286903976	0.000429296662381739	0.8013955404	8.021994022E-05	6.42879023434626E-05	0.8138049462	0.001020634611	0.000830597494694713	0.8018907666	0.000363554446	0.000291530953403778	0.8143747832	0.001114938148	0.00090797751255891	0.8039694138	0.0003813683496	0.000306608488469785	0.8151810506	0.00133747815	0.00109028684347154	0.8048211936	0.0009695568668	0.000780319914801052	0.7992291302	-0.00335522017	-0.0026815896980986	0.7908238064	-0.00318657209	-0.0025200170695818	
0.820454954	-0.0003450022718	-0.000283058823039564	0.8202344816	0.001153133028	0.000945839471437418	0.8201045916	0.000167939742	0.000137728153526319	0.8103238648	-0.0003519654926	-0.000285206038239868	0.8231504082	0.001089554658	0.000896867361488911	0.812776304	0.0005923798884	0.000481472336257685	0.8217411528	0.001213887886	0.000997501630811595	0.8109131338	0.000601654745	0.00048788973473359	0.8205145106	0.0004891953728	0.000401391901900777	0.8106441894	6.15843393E-05	4.99229868115831E-05	0.8219213362	0.0010072870552	0.000827910722346947	0.8112152006	0.0003364308226	0.000272917797243482	0.824099764	0.001095162008	0.000902522752334566	0.8122915304	0.0003677899146	0.000298752632596119	0.8232536174	0.001330880562	0.00109565223699385	0.8138472476	0.0009516379128	0.000774487896044089	0.8084433434	-0.003467474294	-0.00280325651139491	0.798822684	-0.00329170961	-0.00262949230560879	
0.8283082866	-0.0003800371338	-0.000314787907142253	0.8293984692	0.001136160954	0.000942330156012411	0.8292743494	0.00012929712124	0.000107222786095594	0.8192460398	-0.000372063017	-0.00030481115323329	0.8317228364	0.001071923842	0.000891543538273025	0.8202650486	0.0005817917936	0.000477223473852385	0.8307800806	0.00120469984	0.00100084063017401	0.8198005558	0.0005766191882	0.000472712730971305	0.828503557	0.000452455192	0.000374860735955118	0.81828387	5.276292798E-05	4.31750529000057E-05	0.8311763274	0.0009843229412	0.000818145927242182	0.8209382768	0.0003064738566	0.000251596119721454	0.8321028916	0.00108547157	0.000903224032146592	0.8206614008	0.0003529638116	0.000289663776059363	0.831264036	0.001323673454	0.0011003221377181	0.823312152	0.0009309142456	0.000766433010872392	0.8172494	-0.003603866318	-0.00294525758606571	0.808258353	-0.003428785034	-0.00277134414437189	
0.837333198	-0.0004320440692	-0.000361764842140169	0.8379691202	0.001121335376	0.000939644418475856	0.8375797876	9.676631998E-05	8.1049513735682E-05	0.827836223	-0.0003909581256	-0.000323649298047864	0.839449524	0.00105851441	0.000888569417621641	0.829538116	0.0005570323676	0.000462079580769924	0.8401421846	0.001191899928	0.0010013654093345	0.8283632164	0.0005542193418	0.000459094916564539	0.8372132842	0.0003959841222	0.000331523167438116	0.827304978	3.817970916E-05	3.15862634466602E-05	0.8397583936	0.0009636158966	0.00080920453737624	0.8298170748	0.0002839382536	0.000235616811026173	0.8400134282	0.0010732978	0.000901584564457518	0.829439618	0.0003354401222	0.000278227326819441	0.8397721572	0.001314818796	0.00110414821664403	0.8313051306	0.0009216809468	0.000766198099851106	0.8255256028	-0.003717903748	-0.00306922473272008	0.8169631316	-0.003538634324	-0.00289093377892229	
0.8449785202	-0.0004702113414	-0.000397318483437429	0.8471943696	0.001095492022	0.00092809467298012	0.8456696676	6.3168859382E-05	5.34199883162471E-05	0.83663226	-0.0004115127896	-0.000344284875181953	0.848330542	0.0010354597918	0.000878412166396901	0.8374392672	0.000540913344	0.000452982074418062	0.8484688682	0.001182423746	0.00100324973750142	0.837627658	0.0005250695276	0.000439812758690754	0.8458788084	0.0003669414354	0.000310387984128738	0.8366470426	2.56845568E-05	2.14889084872117E-05	0.8491162484	0.0009393422396	0.000797610758452806	0.8375781356	0.0002719002408	0.000227737696758455	0.849502115	0.001049678914	0.000891704457513903	0.837497538	0.0003221830702	0.000269827528077781	0.8478111772	0.00130628552	0.00110748346447051	0.8394967346	0.0009074809864	0.000761827324794387	0.8343577238	-0.00384519823	-0.00320827084274259	0.8258433252	-0.00364395747	-0.00300933795391218	
0.853550058	-0.0005053413014	-0.000431334097119766	0.8562015242	0.00107266075	0.000918413769099515	0.8541598418	2.8809499282E-05	2.46079173490503E-05	0.8456177892	-0.000432265086	-0.000365531046371668	0.8563689906	0.0010150122552	0.000869225020432254	0.8459779544	0.0005186991242	0.000438808024039788	0.8567164688	0.001170385734	0.00100268873316638	0.8460598042	0.0005030649456	0.00042562302937422	0.854882095	0.0003331130962	0.000284772421551393	0.8451957514	1.172748086E-05	9.91201699749682E-06	0.8583999682	0.0009127542546	0.000783508223123055	0.8468840516	0.0002488003706	0.00021070506589331	0.8573558298	0.00103530995	0.000887629021282447	0.8465772438	0.000304630752	0.000257893462404881	0.8573769158	0.001290257002	0.00110623656896411	0.848513339	0.0008856906598	0.000751520339068011	0.842324701	-0.003985049738	-0.00335670582903098	0.834476635	-0.003751990208	-0.00313094816332479	
0.862154004	-0.0005512289746	-0.000475244267572204	0.8646967096	0.001051655746	0.000909363263198133	0.862664348	-8.095067118E-06	-6.98332579736571E-06	0.853791509	-0.0004493150122	-0.000383621342282591	0.8658095422	0.0009832553584	0.000851311871722001	0.8549747094	0.000494149336	0.000422485184946803	0.8660889728	0.001149966826	0.000995973587084417	0.8557303084	0.0004731079796	0.000404852837289609	0.8627401866	0.0003038561542	0.000262148915174066	0.8540522262	1.29984680000001E-07	1.11013705325895E-07	0.8669329502	0.0008914210678	0.000772802296178288	0.8551668512	0.000231857572	0.000198276909774117	0.8658300852	0.0010133053676	0.000877350272762725	0.8552603356	0.0002893641324	0.000247481664987027	0.86669038	0.001274149984	0.00110429353380995	0.8573784382	0.000864328844	0.000741056914359931	0.8508213442	-0.004117982276	-0.00350366721545809	0.843504085	-0.003867658564	-0.00326238579811923	
0.8706169712	-0.0005899416044	-0.000513613172807596	0.8732880992	0.0010295250942	0.000899072012592619	0.8705614402	-4.0580616158E-05	-3.53279196467119E-05	0.8621377254	-0.0004681648686	-0.000403622594926994	0.8735910228	0.0009610411376	0.00083955691034886	0.8643844404	0.0004666757006	0.000403387214311409	0.874500763	0.00113329554	0.000991067814434497	0.864062827	0.0004536818504	0.000392009622215215	0.8718009946	0.0002713706052	0.000236581163518564	0.8629435794	-1.856749164E-05	-1.60226976963012E-05	0.8749011964	0.0008720401906	0.000762949006064824	0.8635553036	0.0002151576578	0.000185800536503344	0.8740735638	0.0009917292958	0.00086684435990477	0.8638898388	0.0002749046644	0.000237487346213884	0.875204908	0.001260785804	0.00110344592359753	0.865668721	0.0008475051788	0.000733658724172672	0.8579278088	-0.004230191148	-0.0036291986224088	0.8516211744	-0.00398210788	-0.00339124738935309	
0.8788595632	-0.0006302553732	-0.000553905961995005	0.881977913	0.0009992936498	0.000881354927724757	0.8799779578	-8.6949360098E-05	-7.65135203310549E-05	0.8708071824	-0.0004883076452	-0.000425221804660991	0.8826949536	0.0009282508294	0.000819362322786395	0.8721429004	0.0004501567952	0.000392601053000497	0.8831194228	0.001112893256	0.000982817649876732	0.8732797052	0.0004285724124	0.000374263589957525	0.8805265754	0.0002524754968	0.000222311384569718	0.8720227788	-3.223643104E-05	-2.81109021740954E-05	0.8836564586	0.0008438046558	0.00074563343389442	0.8723419558	0.0001930173192	0.000168377105734201	0.883215863	0.0009613770656	0.000849103474662312	0.8724464754	0.0002615571082	0.000228194577164906	0.8844153818	0.001240750156	0.00109733852293715	0.8751649538	0.000817564836	0.000715504091926444	0.866448614	-0.004373835532	-0.00378970373456535	0.8596783334	-0.004101264352	-0.00352576810296019	
0.8875000378	-0.0006694182628	-0.00059410873353901	0.8905869956	0.0009682315536	0.000862294430365745	0.8890051542	-0.0001292038465	-0.000114862885480966	0.8793281776	-0.0005068813706	-0.000445715071869088	0.8916698926	0.0008934629584	0.000796674020158606	0.8808765356	0.0004271760582	0.00037628936623848	0.892603037	0.001084443466	0.000967977531206406	0.8819428186	0.0004093272918	0.000361003265459997	0.8897523952	0.0002110900378	0.000187817866735409	0.8798253774	-3.808874296E-05	-3.35114426494736E-05	0.8918265656	0.0008184643392	0.000729928240694809	0.8808834348	0.0001709222328	0.000150562563512549	0.8909927792	0.0009390390948	0.000836677052853304	0.8811640034	0.000248530935	0.000218996513653345	0.8935332022	0.001220257368	0.00109034047353718	0.883262699	0.0008006959188	0.000707224838317573	0.8744268818	-0.004509375152	-0.00394311885302976	0.8680282904	-0.004228130322	-0.00367013673499406	
