Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
0.5481034992	0.0002134101374	0.000116970843073693	0.5492207474	0.0008829942282	0.00048495874996189	0.7340023504	0.0005686440292	0.000417386053973726	0.7357307992	4.41865844E-06	3.25094310545303E-06	0.7271945852	0.0005376595638	0.000390983123476354	-0.03745670862	8.98384535E-06	-3.36505277562092E-07	-0.03784604218	0.000278139192	-1.05264675923431E-05	0.6498028972	9.027658328E-05	5.86619853646611E-05	0.6323118178	0.00010602790978	6.70427003705262E-05	0.2932131676	1.2560692838E-05	3.68296053428061E-06	0.2926408554	4.12414624E-07	1.20689368346829E-07	0.2932271282	-4.847758942E-06	-1.42149443276853E-06	0.06596165202	0.0007348735712	4.84734747821891E-05	0.3220864306	0.001179295108	0.000379834951959762	0.3196151288	0.001219497326	0.000389769794920746	0.6592057232	0.0005385367936	0.000355006536494897	0.6584565376	0.000594515039	0.000391462314131069	0.5470279928	0.0001944010782	0.000106342831605902	0.1584851756	0.0001767914604	2.80188256460745E-05	0.6238498776	-1.6689205484E-05	-1.04115587984346E-05	0.3774307632	4.528991468E-05	1.70938070629353E-05	0.6242716088	0.0001468758762	9.16904395292836E-05	0.6243615872	0.000390011259	0.00024350804869511	0.5222957174	0.0005288916296	0.000276237833108787	0.5390960502	0.000349010941	0.000188150419769685	0.5562820976	0.0004445295566	0.000247283834190646	0.6070981914	0.0004652754658	0.000282467893789973	0.2171837032	6.89911386E-05	1.49837509691325E-05	0.2175629072	-2.4167009796E-05	-5.25784490954864E-06	0.2123297578	-0.003740808004	-0.000794284857465621	0.2130393846	-0.003762884316	-0.000801642559001632	0.2170147716	1.201533521E-05	2.60750522629559E-06	0.4376555646	-1.5203542566E-05	-6.65391500564286E-06	
0.552581291	0.0002067672968	0.000114255739802324	0.5545514946	0.0008750085976	0.00048523732558693	0.7410535712	0.0005539135504	0.000410479614659991	0.7417584852	3.45797504E-06	2.56498232752981E-06	0.7336497078	0.0005323107892	0.000390529654955367	-0.03691703978	6.42202295E-06	-2.37082076713223E-07	-0.03694362568	0.0002755773696	-1.01808271883814E-05	0.6558508608	9.165259242E-05	6.01104316332086E-05	0.6383762814	0.00010465190058	6.68072911337029E-05	0.2966788548	1.2845986698E-05	3.81113262233867E-06	0.296760988	1.052870222E-06	3.12450807316499E-07	0.2965419066	-3.9334795E-06	-1.16644151050201E-06	0.0672248983	0.0007339140396	4.93372966730522E-05	0.326161545	0.00117444758	0.000383059637214311	0.323410583	0.001215784624	0.000393197614050276	0.665502911	0.0005265932672	0.000350449352234601	0.6640250978	0.000583402164	0.000387393679006832	0.5526136598	0.0001889921396	0.000104439637937789	0.1607548304	0.0001871338478	3.00826699651884E-05	0.6301179206	-1.57886861E-05	-9.94873405433812E-06	0.3808000722	4.913264828E-05	1.87097160124012E-05	0.630251732	0.000139320441	8.78069492432538E-05	0.6304292218	0.0003831564432	0.000241553018314232	0.5272205974	0.0005213963584	0.000274890899557833	0.5446189464	0.0003361067312	0.000183050093824092	0.5623338778	0.0004315302486	0.000242664078083236	0.613790481	0.0004509001488	0.000276758219214924	0.2195662358	6.716486976E-05	1.47471376312004E-05	0.2201058998	-2.6633734236E-05	-5.86224203904885E-06	0.2149963936	-0.003788651978	-0.000814546511875507	0.2162596642	-0.003819469538	-0.000825997199710009	0.2190707274	9.16821895E-06	2.00848839433896E-06	0.4427681502	-1.7765364966E-05	-7.86593778362371E-06	
0.5571542272	0.00020128162	0.000112144905440664	0.5592956368	0.0008698276808	0.000486490826639303	0.7481345824	0.0005409744066	0.000404721661770779	0.7485306724	4.608854338E-06	3.4498688366168E-06	0.7413173434	0.0005087439638	0.000377140723715002	-0.03626829028	2.579289366E-06	-9.35464154422052E-08	-0.03652190428	0.0002747467182	-1.00342733433445E-05	0.662243193	9.142746256E-05	6.05472147336224E-05	0.6442181792	0.00010058403706	6.47980652113785E-05	0.3000938084	1.59182328E-05	4.77696310394979E-06	0.3003332308	1.147968162E-06	3.44772986948998E-07	0.3003341898	-4.452494696E-06	-1.33723638711196E-06	0.06857755448	0.00073299976	5.02673309752269E-05	0.3296881044	0.001170835716	0.000386010607771857	0.3272326762	0.001209735228	0.000395864896151857	0.6710727432	0.000512598342	0.000343990775525712	0.6708302654	0.0005631928786	0.000377806828222628	0.5578258136	0.000183548267	0.000102387961374145	0.1629363474	0.0001984369188	3.23325867385824E-05	0.6362407316	-1.3001733858E-05	-8.27223266188241E-06	0.3850654368	4.698615164E-05	1.80927430048076E-05	0.6361601982	0.0001352525776	8.60423065730769E-05	0.6363237324	0.0003763365614	0.00023947188538863	0.5323084622	0.0005071763034	0.000269974238127135	0.5492254896	0.0003354662756	0.000184246629460699	0.5679556964	0.0004195168542	0.000238266987078698	0.6206470278	0.000436264768	0.000270766431593057	0.2229773728	6.41877216E-05	1.43124095283858E-05	0.2233306032	-2.923049058E-05	-6.52806309306332E-06	0.2174125334	-0.003819749008	-0.000830461308781417	0.2185508884	-0.003853093458	-0.000842096998334128	0.2221483194	7.79220979E-06	1.73102630926073E-06	0.4474342742	-2.8107752488E-05	-1.25763718338615E-05	
0.5613561946	0.0001969078548	0.000110535444057377	0.5640638734	0.0008651657792	0.000488008760548681	0.7549029724	0.000527749969	0.000398400020282108	0.7552267596	2.142129898E-06	1.61779382150882E-06	0.7476272338	0.0004945239088	0.000369719541984107	-0.03565124916	1.74863786E-06	-6.23411240374692E-08	-0.03572604334	0.0002742362946	-9.79737774628061E-06	0.6684465472	8.873560828E-05	5.93150109684577E-05	0.649832384	0.00010269559968	6.6734926366364E-05	0.3041410116	9.703872712E-06	2.95134566306532E-06	0.3040329142	-2.46963559E-06	-7.50850505439736E-07	0.3030813688	-4.893011154E-06	-1.48298051810799E-06	0.069894705	0.0007326950002	5.12115008939539E-05	0.3333529086	0.001167207228	0.000389091924392743	0.3308169374	0.001209830326	0.000400232363220964	0.6778106966	0.0004960765282	0.000336245977146152	0.6781167548	0.0005398162494	0.000366058443231435	0.5635370612	0.0001802508912	0.000101578057505529	0.165135598	0.0002019943584	3.33564591670103E-05	0.6425753622	-9.85961987E-06	-6.33554880911957E-06	0.3900340818	3.7699545462E-05	1.47041075985485E-05	0.6423971594	0.000133236113	8.55905005206974E-05	0.6421706806	0.0003628869938	0.000233035387789434	0.537781897	0.0004930261162	0.000265140520040579	0.5553146934	0.0003216964804	0.000178642782381185	0.5745807718	0.000402449683	0.000231239849468805	0.6256790898	0.0004279039112	0.000267730529681476	0.2253643486	6.249148464E-05	1.40833527289405E-05	0.226051789	-3.265789842E-05	-7.38237636282127E-06	0.2200360498	-0.0038742479	-0.000852474203861945	0.2212295812	-0.003897960284	-0.000862344121163553	0.2252404742	6.98678835E-06	1.57370752108904E-06	0.4520503106	-2.865311014E-05	-1.2952647338443E-05	
0.5666178292	0.000189350735	0.000107289502423124	0.5686570874	0.0008605491298	0.000489357361716673	0.7618571696	0.0005114183512	0.000389627737526731	0.762290018	-7.845095882E-06	-5.9802382811015E-06	0.7546714674	0.0004819049928	0.000363679948063762	-0.03498537328	-3.66030078E-06	1.28056989105375E-07	-0.03499864936	0.0002714842764	-9.50158299647692E-06	0.6748667904	8.1370369E-05	5.49141597606937E-05	0.655650168	0.00010657326728	6.98747805964409E-05	0.3068171602	1.572803688E-05	4.82563161104247E-06	0.3072519024	-7.653444398E-06	-2.35153535119812E-06	0.3059103632	-6.247807054E-06	-1.91126892509266E-06	0.0714090739	0.0007317354686	5.22525521525085E-05	0.3367209262	0.001164295386	0.000392042620744306	0.3346079486	0.001210435848	0.000405021456011181	0.6840844358	0.0004777633796	0.000326830491979567	0.6848819738	0.0005221435564	0.000357606709514184	0.569324409	0.0001731360116	9.85705574807871E-05	0.1671630162	0.0002081136206	3.47889005317985E-05	0.6486036744	-1.027494562E-05	-6.66436748339219E-06	0.3939037182	2.950365457E-05	1.16215992356114E-05	0.648961989	0.00012155265036	7.88830497458472E-05	0.6485902782	0.0003560671122	0.000230941667359669	0.5432026998	0.0004808923936	0.000261222046516804	0.5611844828	0.0003134307216	0.000175892457394727	0.579225365	0.0003980965258	0.000230587605461737	0.6313839958	0.0004130783346	0.000260811049478157	0.2276834646	5.983456428E-05	1.36233408981018E-05	0.2287463168	-3.188741092E-05	-7.2941278002381E-06	0.2232595002	-0.00393701255	-0.000878975454194127	0.2235950068	-0.00393859428	-0.000880650014819041	0.2278773198	1.623846059E-05	3.70037687692713E-06	0.4560803876	-2.7467296896E-05	-1.2527295414652E-05	
0.5712357836	0.0001838816816	0.000105039796478462	0.572802587	0.0008582634312	0.000491615513718856	0.7686927928	0.0004909936398	0.000377423272224899	0.7690076552	-1.0597114182E-05	-8.14926192898649E-06	0.7613796114	0.0004648378214	0.000353918039821555	-0.03428653612	-5.226505836E-06	1.79198781127405E-07	-0.03433531786	0.0002727050236	-9.3634136673248E-06	0.6806281452	8.549839644E-05	5.81926149865315E-05	0.6620602532	0.00010478193228	6.93719526160821E-05	0.3107996938	1.403179992E-05	4.36107911859887E-06	0.3109515858	-1.604050162E-06	-4.98781941576647E-07	0.308793262	-7.512098522E-06	-2.31968540707376E-06	0.07288094972	0.0007307593136	5.32584327919033E-05	0.3401415952	0.001161659676	0.000395128775274155	0.3381769818	0.001202845478	0.000406774653321818	0.690231987	0.0004680265138	0.000323046870588857	0.690929957	0.0005047561572	0.000348751149989681	0.5750229734	0.00016298382	9.37194407924904E-05	0.169768134	0.000212561876	3.60862330480594E-05	0.6549928358	-5.47152862E-06	-3.58381204697466E-06	0.398068869	2.181818739E-05	8.68514117796736E-06	0.6544861574	0.00012228820396	8.00359367051279E-05	0.6549153772	0.0003462700824	0.000226777601628071	0.5486323692	0.000475603783	0.000260931630267773	0.566771422	0.000301617227	0.000170948024646487	0.5848662278	0.000384837154	0.000225078254577268	0.6381124368	0.0003960460972	0.000252721940169422	0.2303006394	5.608692864E-05	1.29168555277742E-05	0.2313926556	-3.486455906E-05	-8.06740290721644E-06	0.2262495424	-0.003981844442	-0.000900890482910483	0.2259597868	-0.003985727932	-0.000900614233757525	0.2310487454	1.7389339894E-05	4.01778516584287E-06	0.4609703882	-2.9448827696E-05	-1.357503753506E-05	
0.5764714056	0.0001774817256	0.000102313139824946	0.5777014736	0.0008527777546	0.000492650965485719	0.7759000112	0.000471589776	0.000365906512480206	0.776278936	-1.0502016222E-05	-8.1524939786689E-06	0.7680129082	0.000442907069	0.000340158346125028	-0.03345640314	-1.1951289616E-05	3.99847163435792E-07	-0.03372906144	0.000275457042	-9.29090749369866E-06	0.687103565	8.024471976E-05	5.51364330195219E-05	0.6683796562	0.00010308569528	6.89003815703844E-05	0.3146712288	1.25762188E-06	3.95737422345366E-07	0.3145770678	-4.996524064E-06	-1.57179188924526E-06	0.3124777176	-8.838265468E-06	-2.76176102098354E-06	0.07485636226	0.0007281069798	5.45034398439433E-05	0.3435248406	0.001158735828	0.000398054540611209	0.341954664	0.001191352212	0.000407388445360117	0.696972485	0.0004391710778	0.000306090157434394	0.6977471622	0.0004789477374	0.000334184424612961	0.5801146548	0.0001633991458	9.47902390603819E-05	0.1723098542	0.0002184210744	3.76361034840714E-05	0.6613369598	-4.415747268E-06	-2.92029687346428E-06	0.4019866944	7.05277467E-06	2.83512157594135E-06	0.660389554	0.00011963128356	7.90032499946359E-05	0.6607211042	0.000340636014	0.000225065403300367	0.55477168	0.00045482391	0.000252323424654869	0.5720926566	0.0002993406984	0.000171250615376155	0.5899832758	0.0003772467848	0.000222569293881322	0.6434121022	0.0003905672906	0.000251295721495504	0.233155627	4.872168926E-05	1.13597360079145E-05	0.2339261164	-2.5162627134E-05	-5.88619564387788E-06	0.228972627	-0.004036568462	-0.00092426368480949	0.2280512288	-0.004021463414	-0.000917099673136943	0.2343045114	1.1400109654E-05	2.67109712238689E-06	0.465032193	-2.12529368E-05	-9.8832998077944E-06	
0.580911793	0.0001716912892	9.97374946516536E-05	0.5823917114	0.0008465920538	0.000493048195070223	0.7825980162	0.0004537521172	0.00035510550676727	0.783339043	-4.19255818E-06	-3.28419451244302E-06	0.7744743724	0.0004293624036	0.000332530178060265	-0.03279307164	-9.06923943E-06	2.97408218348303E-07	-0.03310886876	0.0002783041582	-9.21433584920608E-06	0.6942702082	7.300951228E-05	5.06883292912161E-05	0.6743711906	0.00010244523968	6.9086118254304E-05	0.3182022314	-4.09115276E-06	-1.30181393723027E-06	0.3175125792	-4.070774604E-06	-1.2925221438579E-06	0.3161805718	-9.340657394E-06	-2.95333439582282E-06	0.07704232228	0.0007240093456	5.57793613374471E-05	0.3468725804	0.001156252496	0.000401072286881461	0.345339808	0.001184592496	0.000409086945126881	0.7032024588	0.0004218787766	0.000296666193020656	0.7037545702	0.000458903418	0.000322955377697901	0.5864029758	0.0001515157832	8.88493061491476E-05	0.1744831116	0.0002175904228	3.79658540245036E-05	0.667628471	-4.45068121E-06	-2.97140149114073E-06	0.4060224868	-1.065485225E-05	-4.32610960703157E-06	0.6663563674	0.00012168268216	8.10840300596264E-05	0.6670867976	0.0003236639406	0.000215911941633451	0.5606725322	0.0004303914994	0.000241308691805953	0.5781380952	0.0002870769442	0.000165970117695625	0.5960363476	0.0003659786478	0.000218136576534299	0.6488607968	0.0003846129944	0.000249560294006018	0.2358799838	4.244716518E-05	1.00124366350143E-05	0.236489387	-2.5577952874E-05	-6.04891439588715E-06	0.2313621472	-0.004079253858	-0.000943784931560764	0.2311586112	-0.004078108802	-0.000942689966992816	0.2366775316	1.1815435414E-05	2.79644808856474E-06	0.46964635	-1.302211198E-05	-6.11578736069827E-06	
0.5857656424	0.000164393677	9.62961678144031E-05	0.586736993	0.0008431944438	0.00049473337246952	0.7901166032	0.0004265327542	0.000337010610902045	0.7906287032	-6.113924976E-06	-4.83384457523697E-06	0.781652427	0.0004122001342	0.000322197235307156	-0.03203778584	-4.39585433E-06	1.40833439608377E-07	-0.03271378626	0.0002805108188	-9.17657096984079E-06	0.7006466862	5.94997807E-05	4.16883241770817E-05	0.6806912392	9.799698452E-05	6.6705688830782E-05	0.3216812284	-4.6966744E-06	-1.51083199038683E-06	0.320618063	-3.23138972E-07	-1.03604191282451E-07	0.319389421	-9.859672582E-06	-3.14907511721456E-06	0.07890483758	0.0007221807866	5.69835576700696E-05	0.3505221568	0.00115306914	0.000404176281892321	0.3487509644	0.001178032678	0.000410840032547215	0.7096062024	0.000400648644	0.00028430276276555	0.7101044286	0.0004378033172	0.000310886074399491	0.5919226818	0.0001495342522	8.85127155831815E-05	0.176780051	0.0002195117896	3.88053053605893E-05	0.673557861	-3.524931752E-06	-2.3742454910481E-06	0.4100519374	-1.9491198732E-05	-7.99240380230502E-06	0.6724588812	0.00011345185736	7.62917090703676E-05	0.6740885572	0.0003112099904	0.000209783093414962	0.5656950816	0.0004170370298	0.000235915796602933	0.5834612284	0.000280707322	0.000163781838914994	0.6015865092	0.0003605697092	0.000216913872680887	0.655258825	0.0003752662242	0.000245896505131479	0.2386835922	4.545924728E-05	1.08503764394985E-05	0.2387330486	-2.0489242014E-05	-4.89145920950542E-06	0.234565927	-0.00413698996	-0.000970396884957093	0.2343966436	-0.004138276694	-0.000969998167361704	0.2395775566	1.2811052754E-05	3.06924071627702E-06	0.4743809988	-1.820592078E-05	-8.63654288369008E-06	
0.5897526	0.0001606294316	9.47316249226222E-05	0.5915103184	0.0008367492356	0.000494945806770713	0.797813403	0.0004041517422	0.000322437676772961	0.798070583	-3.49193858E-06	-2.78681345834079E-06	0.7880079814	0.0003978849812	0.000313536540864789	-0.0316128936	-4.20565843E-06	1.32953032465533E-07	-0.03223246468	0.0002822070556	-9.0962289520738E-06	0.7073567096	5.511168946E-05	3.89836233169226E-05	0.6870404326	9.155749452E-05	6.29037006427929E-05	0.3251431182	-7.83878838E-06	-2.54872809678313E-06	0.3242004254	-3.23138972E-07	-1.04761792185719E-07	0.3228982276	-1.0057304702E-05	-3.24748586270895E-06	0.08081366252	0.0007207022396	5.82425875684426E-05	0.3544146348	0.00114890963	0.000407190386934653	0.3527176438	0.00116814055	0.000412023782423236	0.716048015	0.0003780075682	0.000270671568864587	0.7163997372	0.0004198705604	0.000300795159128577	0.5978742674	0.00013663004234	8.16875864688585E-05	0.178643212	0.0002209227328	3.94663465912098E-05	0.6793065132	-3.9402575048E-06	-2.67664258669582E-06	0.4146806762	-3.934532228E-05	-1.63157448483773E-05	0.6786660328	0.00010957418982	7.43642807024136E-05	0.679833412	0.0003012829286	0.00020482220132749	0.5706554864	0.000407430196	0.000232502276672427	0.5885909406	0.0002700796406	0.000158966429697664	0.6080828332	0.0003461594582	0.000210493624081233	0.6617012642	0.0003588395084	0.000237444556353187	0.2417021912	4.581440902E-05	1.1073443048667E-05	0.2418277476	-2.1640121314E-05	-5.23318179515537E-06	0.236603465	-0.004168847774	-0.000986363828385937	0.2370366406	-0.004183168752	-0.000991564268036975	0.2423164954	9.193448994E-06	2.22772434086474E-06	0.4792126714	-1.4363187184E-05	-6.88302130026288E-06	
0.5939462884	0.0001563627942	9.2871101258943E-05	0.5961035326	0.0008316588232	0.000495754762427479	0.8050396464	0.0003857687258	0.000310559118610211	0.8044464346	-7.74854222E-07	-6.23328716222657E-07	0.7949196854	0.0003802724524	0.000302286058228094	-0.03125521542	-1.72728934E-07	5.39868004143697E-09	-0.03169089718	0.000286620377	-9.08325689719984E-06	0.713383769	5.370074638E-05	3.83092408506775E-05	0.693237445	8.65289477E-05	5.99851066220866E-05	0.3282726966	-9.344829422E-06	-3.06765235362696E-06	0.327636322	-5.897043448E-06	-1.93208562597692E-06	0.3269752406	-1.011918018E-05	-3.30872137403025E-06	0.0825106871	0.0007164356024	5.91135938169264E-05	0.3578004052	0.00114639767	0.000410181550846336	0.355251124	0.001170061918	0.000415665811519096	0.7225082072	0.0003624813718	0.000261895766082615	0.7222612866	0.0004057203732	0.000293036118747264	0.60367745	0.00013553932694	8.18220352618555E-05	0.1803712994	0.000225180792	4.06161520529611E-05	0.6850279	-3.1697700248E-06	-2.17138090357169E-06	0.4185934516	-5.938964174E-05	-2.4860115125234E-05	0.6846804088	0.00010371499142	7.10116227241341E-05	0.6857767766	0.000297405261	0.000203953621232462	0.5760242836	0.0003934702046	0.00022664839272266	0.5938500308	0.0002636401506	0.000156562711553927	0.6131218632	0.0003425767884	0.00021004131879288	0.6668335208	0.00034699108	0.000231385283562594	0.244184292	4.77357758E-05	1.16563266167937E-05	0.2449040674	-2.3241260314E-05	-5.6918791824008E-06	0.239230798	-0.004218127922	-0.00100910610884614	0.239796503	-0.004227775514	-0.00101380578372623	0.2448880062	6.406496752E-06	1.56887421632406E-06	0.4831723634	-1.3852763484E-05	-6.6932724721855E-06	
0.5983403854	0.0001500247136	8.97658449549486E-05	0.6000613262	0.000828611225	0.000497217550577707	0.8125709168	0.000356853126	0.000289968471756766	0.8121641582	2.557455662E-06	2.07707382486205E-06	0.8027116102	0.0003567308572	0.000286352000791038	-0.03091910664	6.266760986E-06	-1.93762651213526E-07	-0.03103073652	0.00028803132	-8.93782400042781E-06	0.720374744	4.637044094E-05	3.34040945213196E-05	0.6994915326	8.524803652E-05	5.96302797165156E-05	0.3311226148	8.67526218000001E-07	2.87257549711715E-07	0.3302173646	-5.671913588E-06	-1.87296435726829E-06	0.3302976136	-1.0576319894E-05	-3.4933332216584E-06	0.08395656978	0.0007167403622	6.01750622331868E-05	0.361228023	0.001143790588	0.000413169212829247	0.3590180406	0.001176976898	0.000422555939751426	0.7286798336	0.0003489367064	0.000254263141156484	0.7282395114	0.0003934566188	0.000286530655832008	0.6095091702	0.00012369089834	7.5390736808506E-05	0.1830214354	0.000217270195	3.97651029585379E-05	0.6908850064	-3.5249317668E-06	-2.43532250626518E-06	0.4230509654	-8.039464456E-05	-3.40110319940979E-05	0.691273776	9.478354702E-05	6.55213804511889E-05	0.6926269818	0.0002770756476	0.000191910069527468	0.5805794476	0.0003844688922	0.00022321473705286	0.5994293754	0.0002451620362	0.000146957326231158	0.6193150592	0.0003216668836	0.000199213145059413	0.6733660156	0.0003272669884	0.000220370468016319	0.247603043	4.219680526E-05	1.04480573872544E-05	0.248299996	-3.089179356E-05	-7.67043221738082E-06	0.2422379858	-0.00427407269	-0.00103534275958839	0.2431302872	-0.004290315032	-0.00104310552590864	0.2477949994	7.747571972E-06	1.9198095921532E-06	0.4877757164	-1.779059502E-05	-8.67782023106277E-06	
0.6025613394	0.0001444485326	8.70391012778206E-05	0.6040901504	0.0008269802984	0.000499570652838293	0.820007708	0.0003351475036	0.000274823536268958	0.819025129	-4.522489878E-06	-3.70403285573014E-06	0.8096562756	0.0003343149112	0.000270680165879737	-0.03067240776	5.21097964E-06	-1.59833292347138E-07	-0.03040798018	0.0002909483042	-8.84715026751821E-06	0.7262927226	4.19823497E-05	3.04914750647583E-05	0.7056004074	8.121510704E-05	5.73054126144586E-05	0.3337765674	8.457895458E-06	2.82304731339929E-06	0.3333209498	-2.850027406E-06	-9.4997384192395E-07	0.3331950944	-1.0531067694E-05	-3.50890009443512E-06	0.08552229854	0.0007152165632	6.11669644387432E-05	0.3655580766	0.001138609672	0.000416227961694477	0.362512246	0.001176691604	0.000426565116215383	0.7358331478	0.000323993872	0.00023840543070167	0.7348214482	0.000375463698	0.000275898778310887	0.614735299	0.00011969290288	7.35794524401148E-05	0.185067233	0.000223769849	4.14124667832578E-05	0.6967319544	-5.477836268E-07	-3.81658356888684E-07	0.4271057826	-8.564832124E-05	-3.65808932715864E-05	0.6973078036	8.728827584E-05	6.08667959060213E-05	0.6980420886	0.0002741334334	0.000191356674405625	0.5854161898	0.0003811715162	0.000223143976674093	0.6044975694	0.0002349147466	0.000142005393335917	0.6242862294	0.0003173137264	0.000198094589791119	0.6791799832	0.0003095244276	0.000210222795537358	0.2499830314	4.911178494E-05	1.22771128767661E-05	0.2508911776	-3.620563426E-05	-9.0836742152463E-06	0.2453035208	-0.004318169028	-0.00105926206597791	0.2455191616	-0.004327651652	-0.0010625214052959	0.250537109	9.348710972E-06	2.34219901980146E-06	0.4917265418	-1.715013942E-05	-8.43317874838446E-06	
0.607187534	0.000139189117	8.45138967108674E-05	0.6096510966	0.0008180803882	0.000498743605773084	0.8267019158	0.0003179852344	0.000262879002474592	0.8260922042	2.80927118E-07	2.32071702128173E-07	0.8163206736	0.0003169624462	0.000258742997587888	-0.02973004256	4.25029624E-06	-1.26361488107808E-07	-0.02966790284	0.0002986687052	-8.8608741272222E-06	0.7329076594	4.0701438496E-05	2.98303960223164E-05	0.712452492	7.468051916E-05	5.32063219793957E-05	0.336660719	1.5823134838E-05	5.32702795139503E-06	0.3367460424	-4.165872536E-06	-1.40284108964085E-06	0.3372213742	-1.1033459634E-05	-3.72071841995771E-06	0.08716224804	0.0007126261048	6.21140933063566E-05	0.3695114462	0.001133885896	0.000418983817256743	0.3668213566	0.001171247732	0.000429638681966913	0.7419876672	0.000311374956	0.000231036377226943	0.7413279114	0.0003544237612	0.000262744226640928	0.6203520674	0.00010432196862	6.47163489086549E-05	0.1875353782	0.0002227742318	4.17780498138275E-05	0.7037977764	-2.6942802708E-06	-1.89622846358743E-06	0.4314294754	-0.00011427862738	-4.93031682599855E-05	0.7037198066	8.446638956E-05	5.94406713253635E-05	0.7032599578	0.0002640763398	0.000185714315583726	0.5913189408	0.0003720149418	0.00021997948134695	0.6098283166	0.0002206946916	0.000134585872260984	0.6298440046	0.0003001165232	0.000189026592818917	0.6850485008	0.000280253666	0.000191987353737004	0.2526890088	4.449856386E-05	1.12442979948069E-05	0.2539846046	-4.3025516E-05	-1.0927818668971E-05	0.247789419	-0.004365527808	-0.00108173159917266	0.2483823896	-0.004380774534	-0.00108810724705375	0.253542398	-2.594815568E-06	-6.57895761478452E-07	0.496166929	-8.76405262E-06	-4.3484330740598E-06	
0.611948176	0.000131462994	8.04485393897989E-05	0.6142931456	0.0008123804562	0.000499039745863061	0.8332026832	0.0002928774342	0.000244026264024171	0.8328599678	-4.202262078E-06	-3.49989585897024E-06	0.823827869	0.0002881768782	0.000237408143462579	-0.02878767736	4.38032814E-06	-1.26099473225249E-07	-0.02914725904	0.0003013605596	-8.78383429510056E-06	0.7386328628	3.6088217396E-05	2.66559433285562E-05	0.7187902936	7.660188596E-05	5.50606920995021E-05	0.3398778086	1.35213762378E-05	4.59561572495958E-06	0.3396263966	-2.149407788E-06	-7.29995621862417E-07	0.34115063	-1.1264338274E-05	-3.84283609870821E-06	0.08831324282	0.0007156570798	6.32019974642295E-05	0.373135656	0.00113088355	0.000421972975288859	0.3699541058	0.001174129782	0.000434374133592959	0.7482931148	0.0003048403682	0.000228109948637157	0.7478997284	0.0003304066764	0.000247111063541107	0.625216075	0.00010970567728	6.85897529542183E-05	0.1903091962	0.0002151838624	4.09514678885554E-05	0.7102782656	-6.346817964E-06	-4.50800685554884E-06	0.4354995012	-0.0001377503547	-5.99902107619731E-05	0.7098755982	7.764650782E-05	5.51193611868635E-05	0.7096015568	0.0002535088224	0.000179890255037575	0.5964917918	0.0003609370006	0.000215295958214812	0.6151191152	0.0002140300718	0.000131653988391808	0.6352667062	0.0002879828008	0.000182945885306467	0.6906760346	0.000269045693	0.000185823412367449	0.2549795872	4.158157974E-05	1.06024540372291E-05	0.2565231542	-5.033059138E-05	-1.29109620535489E-05	0.250831486	-0.004404085176	-0.00110468322916665	0.2513217176	-0.004432521406	-0.00111398889305469	0.2565400732	-5.156637958E-06	-1.32288427921122E-06	0.5013118688	-1.513367466E-05	-7.5866907256158E-06	
0.6165046124	0.000124436895	7.67159197202345E-05	0.6189218846	0.0008075495514	0.000499810090260373	0.8400718942	0.00026460229	0.000222284946969958	0.8401204642	-4.29736003E-06	-3.61030010323813E-06	0.8309444248	0.0002605421894	0.000216496079707116	-0.02783073016	9.52920302000001E-07	-2.65204677889477E-08	-0.02851056644	0.0002969123042	-8.46513797574759E-06	0.7458971564	1.1275414876E-05	8.41029989323866E-06	0.7251477466	7.339960796E-05	5.32255603135174E-05	0.3425336792	9.2633168998E-06	3.17299801928403E-06	0.3430927102	-2.88205008E-07	-9.88810372879328E-08	0.344076629	-1.185723464E-05	-4.07979732419323E-06	0.08936531516	0.000719223693	6.42736519954841E-05	0.3773388568	0.00112629553	0.00042499506770915	0.3740076508	0.001172718838	0.000438605817649286	0.7551718382	0.0002773007776	0.000209409737954481	0.7547118642	0.0003051086804	0.000230269140968286	0.630172037	0.00010320602348	6.50375500470614E-05	0.1927183678	0.0002215884184	4.27041583174315E-05	0.7158576104	-4.01012541E-06	-2.87067879340692E-06	0.4403438378	-0.0001643292621	-7.23613779359561E-05	0.7161335024	6.999597458E-05	5.01264624298768E-05	0.7156210024	0.0002375925304	0.000170026204767601	0.6020197768	0.0003391013464	0.000204145716872307	0.6209908034	0.0002025018712	0.000125751799686491	0.6404934422	0.000274948559	0.00017610274898184	0.6971070434	0.0002463095192	0.000171704100690788	0.2581161336	3.463166612E-05	8.93899175902051E-06	0.2587389046	-4.767367104E-05	-1.23350334231503E-05	0.2540339934	-0.00446749028	-0.00113489439630408	0.2541126618	-0.004483117398	-0.00113921689516767	0.2588370126	-5.98728946E-06	-1.54973211739787E-06	0.5057934772	-1.66397157E-05	-8.41625966352243E-06	
