Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
0.179771457	0.0005419033514	9.7418755034361E-05	0.180170785	0.001295213274	0.000233359592319	0.1798646114	0.001347263366	0.000242325001779046	0.1784228678	1.051414596E-06	1.87596407465098E-07	0.176942983	0.001366665288	0.000241821832821274	-0.09044959544	1.3917294244E-05	-1.25881363398924E-06	-0.08971146014	0.0002554728866	-2.29188456830666E-05	0.149248516	0.0002066396026	3.08406540348797E-05	0.1428285766	0.0002194487144	3.13435475144519E-05	0.02330335256	2.235772272E-05	5.21009894982882E-07	0.02511167448	-1.474018254E-06	-3.7015066572026E-08	0.02363946616	1.845436108E-05	4.36251244255081E-07	-0.05220640386	0.00092886058	-4.84924705691138E-05	0.03797840322	0.001449105436	5.50347105567019E-05	0.03496236324	0.00145351398	5.08182837431781E-05	0.1521829096	0.00138871249	0.000211338307326061	0.1526062884	0.001536691208	0.000234508741669792	0.1123082672	0.000483211619	5.42686596207966E-05	-0.0231832606	0.0001978566274	-4.5869617544513E-06	0.1387322162	0.000378297229	5.24820129614889E-05	0.05467638084	0.0004966364418	2.71542832308793E-05	0.139914948	0.0004035685396	5.64652712325699E-05	0.1397359934	0.000844585294	0.000118018965068121	0.10580938998	0.001104736904	0.000116891537900634	0.11002607388	0.0007294318626	8.02565240048536E-05	0.116508114	0.0009608823266	0.000111950587648098	0.1337733876	0.0009791964464	0.00013099042576081	-0.001896319872	0.0002047929554	-3.8835295097063E-07	-0.0021259164608	7.987209106E-05	-1.69801393142971E-07	-0.00189322614	5.027770524E-05	-9.5187065819583E-08	-0.00216716626174	5.72819605214E-05	-1.24139532248301E-07	-0.0024691620342	4.260000118E-06	-1.05186305570531E-08	0.07460473846	2.092203474E-05	1.56088292982873E-06	
0.1842765138	0.0005388557534	9.92984596776245E-05	0.1857716988	0.001289682346	0.000239586480328789	0.1870604178	0.001336756012	0.000250054138101382	0.1854569616	5.534603784E-06	1.0264308014405E-06	0.1841724158	0.001364518792	0.000251306722327138	-0.08921234236	1.2636383044E-05	-1.12732133031343E-06	-0.08883820764	0.0002545122032	-2.26104079547955E-05	0.155306011	0.0002045280398	3.17644339989872E-05	0.1491555736	0.000216886892	3.23498887825812E-05	0.02682863964	2.171726712E-05	5.82644733528101E-07	0.02895848834	-4.096004662E-06	-1.18614103245113E-07	0.0268292902	1.764720934E-05	4.73462100603011E-07	-0.05003758956	0.0009237415386	-4.62217999679897E-05	0.04200090464	0.001447384004	6.07914375294654E-05	0.03864936304	0.001445508286	5.58679745229422E-05	0.1588872554	0.001390538758	0.000220938886785945	0.1592877926	0.001531697596	0.000243980728997567	0.1184342484	0.00047181345	5.5878871335761E-05	-0.02101061044	0.0002029802722	-4.26473942619936E-06	0.1451251742	0.0003759954704	5.45664081402109E-05	0.0585802698	0.0004952604326	2.90124897629727E-05	0.145756826	0.000404494289	5.89578036997667E-05	0.1456539716	0.000844395098	0.000122989499623271	0.1107133457	0.001100478844	0.000121837694691308	0.115656778	0.000716267589	8.28412015295683E-05	0.1226721452	0.0009549280302	0.000117143069976244	0.1406470408	0.0009715109792	0.00013664014432919	0.00132521252	0.0002008551238	2.6617572476591E-07	0.0004918846092	8.499573584E-05	4.18080943073248E-08	0.000863465324	3.78451034E-06	3.26779344690945E-09	0.00100173408226	2.3929750014E-06	2.39712461689855E-09	7.88806097999998E-05	5.185749574E-06	4.09055088667209E-10	0.07977124726	1.2050754316E-05	9.61303702211148E-07	
0.1887403688	0.0005360057874	0.00010116592999281	0.1909749854	0.001285934724	0.000245581365141253	0.1939125016	0.001335985526	0.000259064295448052	0.1925360736	7.906230274E-06	1.52223453393341E-06	0.1905438238	0.001362822554	0.000259677420600042	-0.08803598092	9.0187793E-06	-7.93977082376491E-07	-0.0880125177	0.000246826736	-2.17238424710332E-05	0.1613197406	0.0002037575524	3.28701154984589E-05	0.1554350274	0.000217077088	3.37413831211922E-05	0.03070271886	2.556000072E-05	7.84761516167557E-07	0.03198534674	-7.16825076E-06	-2.29278986077869E-07	0.03087776548	1.744957722E-05	5.3880395312431E-07	-0.047858617	0.000918729625	-4.39691292494286E-05	0.04568346144	0.001445967332	6.60567928549217E-05	0.04239153928	0.001443171594	6.11782653148312E-05	0.1660088796	0.001381312316	0.000229310109956841	0.1654169448	0.001524842782	0.000252234834298772	0.1239831372	0.0004679707164	5.80204775370035E-05	-0.01799708114	0.000196765912	-3.5412120838501E-06	0.1510672468	0.0003780468692	5.71104996914037E-05	0.06292046216	0.0004838020996	3.04410517008103E-05	0.1519627048	0.0004018373686	6.10642934221706E-05	0.152612611	0.000834598068	0.000127370190293036	0.1157612614	0.001095745294	0.000126844857406554	0.1201802526	0.0007143462222	8.58503094278517E-05	0.1281810852	0.000953872249	0.000122268380018985	0.1463525728	0.0009620943406	0.000140804982023129	0.004313375126	0.0001961215748	8.45945922414269E-07	0.0032726705852	8.925379518E-05	2.92098270103052E-07	0.003171170048	-3.034983226E-05	-9.62444790247362E-08	0.00300441194426	-3.54890032586E-05	-1.0662358528002E-07	0.0031583517698	7.272082204E-06	2.29677936991345E-08	0.0850715577	2.764148132E-06	2.35150387302785E-07	
0.1935599842	0.0005324844262	0.000103067677122018	0.1957242158	0.001282841872	0.000251083219392604	0.2011577692	0.001335985526	0.000268743868093649	0.1987318132	1.6777510714E-05	3.33422512517565E-06	0.197829686	0.00134857727	0.000266788617870837	-0.08685137916	7.928064007E-06	-6.88563293076706E-07	-0.08711327204	0.0002484628088	-2.16444082548169E-05	0.1670227282	0.0002096167506	3.5010761561631E-05	0.1619985842	0.0002131994206	3.45380042894603E-05	0.03405995156	2.1527071224E-05	7.3321100311811E-07	0.03533433912	-8.354064006E-06	-2.9518533061819E-07	0.03375557524	1.719006962E-05	5.80260688438748E-07	-0.04610009366	0.0009149367506	-4.21786698956361E-05	0.0495461295	0.001444229276	7.15559707363872E-05	0.04584389712	0.00144381205	6.61899710808163E-05	0.173001126	0.001375453118	0.000237954938174211	0.1721479102	0.001511523246	0.000260205568017621	0.130388152	0.0004612808666	6.01455597489325E-05	-0.015644965422	0.0001892454106	-2.96073790510919E-06	0.1571995698	0.0003764457302	5.91771068404869E-05	0.06700256378	0.0004830665462	3.23666970717498E-05	0.1577462356	0.00039978597	6.30647318131945E-05	0.1590461636	0.0008288689014	0.000131828418895017	0.120871948	0.00109039652	0.000131798351464821	0.1255547452	0.0007127800172	8.94929134431976E-05	0.1334395484	0.0009430796018	0.000125844116169444	0.152315569	0.0009600778758	0.000146234807936788	0.007032016542	0.0001970822582	1.38588569979712E-06	0.0060426911424	8.793795004E-05	5.31381871787522E-07	0.006237957872	-9.692228064E-05	-6.04597103490481E-07	0.00521446643386	-6.69664256106E-05	-3.49194178542056E-07	0.0057273373738	1.3486442286E-05	7.72414049442045E-08	0.08970092278	6.987273538E-06	6.26764884074875E-07	
0.1978532406	0.0005297868402	0.000104820043160804	0.2003814728	0.001278987122	0.000256285323198593	0.2075818092	0.001336435786	0.000277419758337504	0.2053480022	2.0845374158E-05	4.28055593845681E-06	0.2041211772	0.00134038138	0.000273600225182561	-0.08564965104	4.370624265E-06	-3.74342443124207E-07	-0.0865013004	0.000252755802	-2.18637055566449E-05	0.1728817326	0.0002191886506	3.7893713681984E-05	0.1687986818	0.0002095818168	3.53771344050891E-05	0.03766263022	1.8264629224E-05	6.87893976568918E-07	0.03862562996	-7.07315281E-06	-2.73204983089594E-07	0.03761507246	1.656392674E-05	6.23053304547231E-07	-0.04503723662	0.0009148296228	-4.1201398189029E-05	0.0531836681	0.001442050706	7.66935461312747E-05	0.04932988126	0.001447784814	7.14190529646512E-05	0.1799990684	0.001373851978	0.000247292076159497	0.1783702888	0.00150800074	0.000268982527504414	0.1366060874	0.0004567375134	6.23931246743791E-05	-0.013210427208	0.0001939537296	-2.56221162660092E-06	0.163183509	0.0003805135936	6.2093543425848E-05	0.0704225868	0.0004896612982	3.44832152750902E-05	0.16378725	0.0003955628446	6.47881505192113E-05	0.1648341372	0.0008174707326	0.000134747082894373	0.126907247	0.00108082462	0.000137164477014021	0.1310814572	0.0007073361446	9.27186525643979E-05	0.1389529314	0.0009375406314	0.000130274019039637	0.1586108768	0.000951751953	0.000150958211761442	0.00925093782	0.0001967270964	1.81991013630555E-06	0.009379645874	7.929179946E-05	7.43728999647024E-07	0.00868772384	-0.00013256266432	-1.15166781910678E-06	0.008423941934	-0.0001254031469706	-1.0563888284212E-06	0.007909480798	1.2620856848E-05	9.98244248935628E-08	0.0937138732	6.476849834E-06	6.06970684078917E-07	
0.20162141	0.000529070193	0.000106671878301632	0.2053253774	0.001274460978	0.000261679181289423	0.2148029824	0.001335119942	0.000286787745403315	0.212405564	1.9884690778E-05	4.22361895966669E-06	0.2110791708	0.001332600816	0.000281284275248683	-0.08510428628	-4.32792731E-07	3.6832516478927E-08	-0.08593751778	0.0002618172782	-2.24999270004237E-05	0.179234742	0.0002316775346	4.15246631412271E-05	0.1744997708	0.0002176826098	3.79855655172458E-05	0.04123677134	1.9900702144E-05	8.20640703817576E-07	0.0415992106	-8.61412781E-06	-3.58340916903507E-07	0.0415531949	1.625916694E-05	6.75620332769457E-07	-0.04353997484	0.0009111272528	-3.96704576629503E-05	0.05594859992	0.001441960202	8.06756544422604E-05	0.05297693238	0.001443206526	7.64566545382767E-05	0.1862670916	0.001368503202	0.000254907111281827	0.1848044676	0.001503872712	0.000277922395879328	0.1421105844	0.000455967026	6.479774053199E-05	-0.010733376632	0.0001943690552	-2.0862362750676E-06	0.1698618424	0.0003761255022	6.38893707773173E-05	0.07404681562	0.0004904570158	3.6316780218478E-05	0.1696563934	0.0003957530404	6.71420335113485E-05	0.1699822476	0.0008227244094	0.000139848544265195	0.1319817822	0.00107566604	0.000141968321011216	0.137223919	0.0006962232696	9.55384855535056E-05	0.1452774032	0.000925276877	0.000134421821931566	0.1640526028	0.0009496054562	0.000155785246722691	0.011880795786	0.0001986484632	2.36010182448194E-06	0.012149020688	7.66348791E-05	9.31038731608279E-07	0.01142920686	-0.0001807268661	-2.06556473781642E-06	0.01173361205	-0.00019146517152	-2.24657804370239E-06	0.011013692206	8.873221208E-06	9.77269272606635E-08	0.09873327052	5.801460294E-06	5.72797148618541E-07	
0.2055424254	0.0005283535456	0.000108599069231314	0.209040269	0.001273225316	0.00026615536255425	0.2211078028	0.001334384388	0.000295042800121303	0.2201029894	1.1593701938E-05	2.55180845476637E-06	0.2176814042	0.00132353934	0.000288109902045141	-0.08466483134	-3.219744973E-06	2.72599165096858E-07	-0.0856990785	0.0002609866266	-2.23663134004436E-05	0.1856701932	0.0002353902364	4.37049506697817E-05	0.180615613	0.0002180028376	3.93747161488634E-05	0.0443384384	1.9770670244E-05	8.76600644740307E-07	0.04446052046	4.29008211E-06	1.90739283426735E-07	0.04561182844	1.650205128E-05	7.52688731891442E-07	-0.04233822742	0.000909998718	-3.85277326745924E-05	0.05946754534	0.001440069768	8.56374142213033E-05	0.05679520874	0.001446503902	8.21544910573145E-05	0.1929435072	0.001360497508	0.00026249916073038	0.1915735026	0.001494265878	0.000286261748064124	0.1474495714	0.0004603201834	6.78740137490994E-05	-0.007933565638	0.000191391907	-1.51842025676649E-06	0.176107689	0.0003759954704	6.62156933666119E-05	0.07800208374	0.000488725845	3.81216342875923E-05	0.1758514874	0.0003911747534	6.87886622187182E-05	0.1759313076	0.0008129273796	0.00014301937687687	0.1370747162	0.001075025586	0.000147358827108689	0.1425882726	0.0006972790508	9.94238153737397E-05	0.1503284898	0.0009211139156	0.000138469663865913	0.1698526334	0.0009465933742	0.000160781377366862	0.014865787566	0.000197272454	2.93261039378751E-06	0.014633665866	7.72753347E-05	1.13082142768312E-06	0.014291162426	-0.0002414051822	-3.44996066929832E-06	0.014768710776	-0.0002567217748	-3.79144964192261E-06	0.013826186556	7.877603868E-06	1.08917220693235E-07	0.10266759564	9.739291838E-06	9.99909676243737E-07	
0.2108940958	0.0005241321606	0.000110536378089437	0.2131141112	0.00127113725	0.000270897285246962	0.2276935556	0.001332783248	0.000303466156581237	0.2270876412	4.86891816E-06	1.10567114015024E-06	0.2244821474	0.001323089082	0.000297009878328855	-0.08405158752	-5.106177829E-06	4.29182352686877E-07	-0.08536995714	0.0002668458248	-2.2780616626164E-05	0.1919008122	0.0002335038036	4.48095695626293E-05	0.186790429	0.0002168519582	4.05058703016681E-05	0.04771089884	1.3175918348E-05	6.28634907425528E-07	0.04845699018	8.227913652E-06	3.98699931036852E-07	0.04913648908	1.616404494E-05	7.94244417682939E-07	-0.04099064076	0.000908322539	-3.72327228903601E-05	0.06283049326	0.001438224586	9.03643601570393E-05	0.06034778046	0.001451402416	8.75889143598816E-05	0.1989039592	0.0013552186	0.000269558345121481	0.1982360012	0.001488501776	0.000295074639853338	0.1531195978	0.0004589092404	7.02679983167515E-05	-0.005974007314	0.000197986659	-1.18277374894042E-06	0.1828678184	0.0003730784862	6.82240488633685E-05	0.08163202778	0.000485678829	3.96469476610859E-05	0.1812887896	0.0003886730952	7.04620749788936E-05	0.1815404422	0.0008150738762	0.000147968871911016	0.143145521	0.001063237322	0.000152197660404335	0.148334399	0.0006966987592	0.000103344391729978	0.155337729	0.0009268780158	0.000143979126034398	0.1759348492	0.0009415046632	0.000165643480941189	0.01753749288	0.0001977828776	3.46861580769591E-06	0.017231189	7.21516899E-05	1.24325940533629E-06	0.01691530518	-0.0002845059032	-4.81250417813954E-06	0.01815639892	-0.0003199619132	-5.80935613526561E-06	0.0169843022	2.268765448E-06	3.85333979897504E-08	0.106697046	1.3902253222E-05	1.48332935153138E-06	
0.2156528388	0.0005207511738	0.000112301468938402	0.2181309452	0.001266689604	0.000276304200595534	0.235014297	0.001318277898	0.000309814153449108	0.2342295628	1.08634857E-06	2.54454950599505E-07	0.2316583024	0.001319116316	0.000305584246432702	-0.08336416152	-4.9761459348E-06	4.14832233455759E-07	-0.08485947158	0.0002648895242	-2.24783850506896E-05	0.198728175	0.0002372514394	4.71485455680851E-05	0.1924686958	0.0002223307646	4.27917122987788E-05	0.05138077228	1.5867772636E-05	8.15298412401131E-07	0.05225941232	8.4530435E-06	4.41751085625396E-07	0.05268841508	1.611879274E-05	8.4927364247361E-07	-0.03943567746	0.0009053654452	-3.57036996803365E-05	0.06525677192	0.001437569814	9.38111654712748E-05	0.0639498134	0.001444867828	9.23990279882633E-05	0.2047280844	0.001351245834	0.0002766379711483	0.2040537848	0.001489972882	0.000304034605821464	0.1579043532	0.0004590645024	7.24882833285519E-05	-0.0041387573866	0.0002010589052	-8.32134029038209E-07	0.1898778176	0.00037023137	7.02987245426581E-05	0.08589105056	0.0004793693708	4.11735388642982E-05	0.1879373326	0.0003880675736	7.29323846509382E-05	0.1875941206	0.000810685785	0.000152079886919996	0.1484578884	0.00105641744	0.000156833502411334	0.1541781758	0.0006929511236	0.000106837940155208	0.1610064832	0.0009219795008	0.0001484446770063	0.1826518592	0.000933689164	0.000170540061719494	0.01948499432	0.0002008551238	3.9136609463859E-06	0.01951162838	7.58042276E-05	1.47906391856414E-06	0.01922745294	-0.0003200511888	-6.15376917104306E-06	0.02094542524	-0.0003733099238	-7.819135100303E-06	0.01999274274	-3.720464794E-06	-7.43822954996691E-08	0.1113080126	1.2240950202E-05	1.36251583932019E-06	
0.2206975838	0.0005166987918	0.000114034174902639	0.2229410674	0.001262851476	0.000281541456027106	0.2421048394	0.001306144176	0.000316223825963725	0.2417963574	2.36725977E-06	5.72394789405562E-07	0.238651821	0.001313862638	0.000313555711102564	-0.08287775118	1.0130843052E-06	-8.39621489707288E-08	-0.08395071342	0.0002630632554	-2.20843479654177E-05	0.2050558176	0.000234724551	4.81316347160979E-05	0.1981380764	0.0002300162318	4.55749737096285E-05	0.05524469328	3.309020576E-06	1.82805826778329E-07	0.05531668766	1.7834747624E-05	9.86559163811735E-07	0.0555199345	1.622592042E-05	9.00862038920613E-07	-0.03768414152	0.000902622607	-3.40145580613394E-05	0.0693915056	0.001433529438	9.94747660247419E-05	0.06764885084	0.001439068794	9.73513501938047E-05	0.2111165994	0.001339587602	0.000282809179132641	0.2106566446	0.001480781374	0.000311936435633018	0.1634443752	0.0004548666072	7.43453884131478E-05	-0.0020466503426	0.0001915471692	-3.9203007946724E-07	0.1961090822	0.0003687602628	7.23172366895388E-05	0.09041832236	0.0004719090334	4.26692231065572E-05	0.1942294504	0.0003852806212	7.48328433054466E-05	0.1939388898	0.0008086693202	0.000156832430174909	0.1530111534	0.001056382506	0.000161638305674642	0.1598513538	0.0006927259938	0.00011073318792138	0.166473576	0.0009165006942	0.000152573147969956	0.1884715414	0.0009329536104	0.000175835205006783	0.02254164318	0.0001968571282	4.43748314132391E-06	0.02254036616	8.089293844E-05	1.82335645219594E-06	0.02186999426	-0.0003742647848	-8.18516869529613E-06	0.02349286072	-0.0004204785084	-9.87824303359455E-06	0.02314895974	-4.586050238E-06	-1.06162292325079E-07	0.1164650088	1.03195834E-05	1.20187037149333E-06	
0.226392977	0.0005104678388	0.000115566333688688	0.2277993594	0.001259589622	0.000286933708998488	0.2495092946	0.001295611592	0.000323267134395503	0.2485203548	-3.111546768E-06	-7.73282706760153E-07	0.2451690876	0.0013179305	0.000323115818205212	-0.08226959612	2.7093212552E-06	-2.22894765424635E-07	-0.08275215614	0.0002529459978	-2.09318267049337E-05	0.2108013176	0.0002296009062	4.8400173549114E-05	0.2039964544	0.0002225558944	4.54006133634208E-05	0.0588023152	2.573467036E-06	1.51325819807682E-07	0.05922817122	1.3576688284E-05	8.0412241828532E-07	0.0581675646	1.629980158E-05	9.48119761371832E-07	-0.03652934948	0.0009013583156	-3.29260329172565E-05	0.07310007482	0.00142895804	0.000104456939638641	0.07158761904	0.001432889368	0.00010257713820285	0.216749848	0.001334013698	0.000289147266271418	0.2168321064	0.001468802914	0.000318483629729078	0.1692000142	0.0004466707164	7.55766915576042E-05	-9.28072346E-05	0.000190491388	-1.76789789353956E-08	0.2018393546	0.0003788173566	7.6460250767422E-05	0.09502676374	0.0004663700628	4.43176377731046E-05	0.2012572026	0.0003746529398	7.54016026100142E-05	0.2005931286	0.000799382714	0.000160350679550019	0.1593210432	0.001046040118	0.000166656202828811	0.1651827462	0.0006914450826	0.000114214797590354	0.1710712328	0.0009161455326	0.000156726145686095	0.1948239242	0.0009265141206	0.000180507116802004	0.02535793484	0.0001912832238	4.85054752510554E-06	0.02574414574	7.125117052E-05	1.83430051801247E-06	0.02486322636	-0.000423674964	-1.05339265329969E-05	0.02587159608	-0.000462808742	-1.19736008353169E-05	0.0261802419	-9.164337388E-06	-2.39924569671054E-07	0.1205832234	1.46125767E-05	1.76203160066574E-06	
0.2316419084	0.0005049821622	0.000116975031759966	0.2325327358	0.001255796748	0.000292013853421183	0.2570767348	0.001284308522	0.000330165841311574	0.2547852264	-1.343986198E-07	-3.42427827735904E-08	0.2520655826	0.001317550108	0.000332109035577713	-0.0814845006	5.0460138032E-06	-4.11171914774459E-07	-0.08154281414	0.0002523055422	-2.05737039341065E-05	0.2179292836	0.0002228411884	4.85636205445846E-05	0.2100698036	0.000221690309	4.65704396716533E-05	0.0629617891	-6.488009284E-06	-4.0849667221805E-07	0.06302299878	-1.248888436E-06	-7.87086943783841E-08	0.06155270838	1.599504176E-05	9.84538140979202E-07	-0.0352952865	0.000899575009	-3.17507576708951E-05	0.07632540456	0.001426869974	0.000108906428020067	0.07479329728	0.001433339628	0.000107204196900209	0.2229716	0.001325687774	0.000295590724069218	0.22298091	0.00146496018	0.000326658154050164	0.17485356	0.000441096812	7.71273478828507E-05	0.0020861653414	0.0001883798254	3.92991462768463E-07	0.2084618852	0.0003824349604	7.97231128113714E-05	0.09914752266	0.0004568583268	4.52963713088127E-05	0.2074529422	0.0003675128302	7.6241617921239E-05	0.207639925	0.0007942241352	0.000164912639866118	0.164334706	0.001042742742	0.000171358821940204	0.1707449642	0.0006880526088	0.000117481518057273	0.1768376564	0.0009114721476	0.000161182598455459	0.2003740852	0.0009264190226	0.000185630364165353	0.02798843854	0.0001914132558	5.3573581456996E-06	0.02862070258	6.923470578E-05	1.98154592234319E-06	0.02795540016	-0.0004706533526	-1.31573028085786E-05	0.02841012622	-0.0005036678684	-1.43092677142023E-05	0.02902509038	-1.1916355692E-05	-3.45873300960527E-07	0.1259501216	1.2015820364E-05	1.51339403596956E-06	
